depth,expected_energy,model_version,parameter_index,restart,round,seed,stage,step,value
1,-0.2209997044940387,base,,6,,19,restart,,0.17058462699492263
1,-0.2209997044940387,base,,7,,19,restart,,0.08082216877659242
1,-0.2209997044940387,base,,8,,19,restart,,-0.0012590975246847113
1,-0.2209997044940387,base,,9,,19,restart,,-0.11021560526290641
1,-0.2209997044940387,base,,10,,19,restart,,-0.1845768258130572
1,-0.2209997044940387,base,,11,,19,restart,,0.5877178032609487
1,-0.2209997044940387,base,0,,0,19,coordinate_descent,0.6,-0.16167738685646527
1,-0.2209997044940387,base,0,,0,19,coordinate_descent,0.6,-0.18907184468464758
1,-0.2209997044940387,base,1,,0,19,coordinate_descent,0.6,0.9074078968013697
1,-0.2209997044940387,base,1,,0,19,coordinate_descent,0.6,0.6463272089476555
1,-0.2209997044940387,base,0,,1,19,coordinate_descent,0.3,-0.18935783970342074
1,-0.2209997044940387,base,0,,1,19,coordinate_descent,0.3,-0.18907184468464758
1,-0.2209997044940387,base,1,,1,19,coordinate_descent,0.3,0.36264254057027695
1,-0.2209997044940387,base,1,,1,19,coordinate_descent,0.3,0.0261070873757654
1,-0.2209997044940387,base,0,,2,19,coordinate_descent,0.15,-0.1875736848640454
1,-0.2209997044940387,base,0,,2,19,coordinate_descent,0.15,-0.18987469950536712
1,-0.2209997044940387,base,1,,2,19,coordinate_descent,0.15,0.01748777438439768
1,-0.2209997044940387,base,1,,2,19,coordinate_descent,0.15,-0.19430291812523048
1,-0.2209997044940387,base,0,,3,19,coordinate_descent,0.075,-0.19040259675620463
1,-0.2209997044940387,base,0,,3,19,coordinate_descent,0.075,-0.1978699729789717
1,-0.2209997044940387,base,1,,3,19,coordinate_descent,0.075,-0.22054755449510957
1,-0.2209997044940387,base,1,,3,19,coordinate_descent,0.075,-0.1978699729789717
1,-0.2209997044940387,base,0,,4,19,coordinate_descent,0.0375,-0.21999768722819824
1,-0.2209997044940387,base,0,,4,19,coordinate_descent,0.0375,-0.2209997044940387
1,-0.2209997044940387,base,1,,4,19,coordinate_descent,0.0375,-0.2117678193947947
1,-0.2209997044940387,base,1,,4,19,coordinate_descent,0.0375,-0.21688740754553426
2,-0.21364889436342213,base,,0,,7,restart,,0.4550928302286441
2,-0.21364889436342213,base,,1,,7,restart,,-0.1843815017228756
2,-0.21364889436342213,base,,2,,7,restart,,0.21423500607884716
2,-0.21364889436342213,base,,3,,7,restart,,-0.16993991555435045
2,-0.21364889436342213,base,,4,,7,restart,,0.462807835145867
2,-0.21364889436342213,base,,5,,7,restart,,0.5476035730171072
2,-0.21364889436342213,base,,6,,7,restart,,0.45866974391519727
2,-0.21364889436342213,base,,7,,7,restart,,-0.12450386855801995
2,-0.21364889436342213,base,,8,,7,restart,,0.5937567962459188
2,-0.21364889436342213,base,,9,,7,restart,,0.02079430071959923
2,-0.21364889436342213,base,,10,,7,restart,,0.07159164656103609
2,-0.21364889436342213,base,,11,,7,restart,,0.5962285069564432
2,-0.21364889436342213,base,0,,0,7,coordinate_descent,0.6,-0.10240699703859518
2,-0.21364889436342213,base,0,,0,7,coordinate_descent,0.6,-0.21364889436342213
2,-0.21364889436342213,base,1,,0,7,coordinate_descent,0.6,-0.18629557879801184
2,-0.21364889436342213,base,1,,0,7,coordinate_descent,0.6,-0.20476499188471617
2,-0.21364889436342213,base,2,,0,7,coordinate_descent,0.6,-0.14412931903411969
2,-0.21364889436342213,base,2,,0,7,coordinate_descent,0.6,-0.1662524786705652
2,-0.21364889436342213,base,3,,0,7,coordinate_descent,0.6,0.6421622282026984
2,-0.21364889436342213,base,3,,0,7,coordinate_descent,0.6,0.5557560333121915
2,-0.21364889436342213,base,0,,1,7,coordinate_descent,0.3,-0.20476068264890848
2,-0.21364889436342213,base,0,,1,7,coordinate_descent,0.3,-0.2130780852063779
2,-0.21364889436342213,base,1,,1,7,coordinate_descent,0.3,-0.20548721590059435
2,-0.21364889436342213,base,1,,1,7,coordinate_descent,0.3,-0.21280282199652406
2,-0.21364889436342213,base,2,,1,7,coordinate_descent,0.3,-0.19256191191717667
2,-0.21364889436342213,base,2,,1,7,coordinate_descent,0.3,-0.16363962815229
2,-0.21364889436342213,base,3,,1,7,coordinate_descent,0.3,0.14420089324042112
2,-0.21364889436342213,base,3,,1,7,coordinate_descent,0.3,0.024973149643390508
2,-0.21184101386213916,base,,0,,11,restart,,0.9832089561907297
2,-0.21184101386213916,base,,1,,11,restart,,-0.10648462037936335
