depth,expected_energy,model_version,parameter_index,restart,round,seed,stage,step,value
3,-0.24156445159929255,base,1,,3,19,coordinate_descent,0.075,-0.24028789790939492
3,-0.24156445159929255,base,2,,3,19,coordinate_descent,0.075,-0.24121776126493003
3,-0.24156445159929255,base,2,,3,19,coordinate_descent,0.075,-0.24069131771508956
3,-0.24156445159929255,base,3,,3,19,coordinate_descent,0.075,-0.24074319751355966
3,-0.24156445159929255,base,3,,3,19,coordinate_descent,0.075,-0.24038574041349844
3,-0.24156445159929255,base,4,,3,19,coordinate_descent,0.075,-0.22971633170319597
3,-0.24156445159929255,base,4,,3,19,coordinate_descent,0.075,-0.23097909499643549
3,-0.24156445159929255,base,5,,3,19,coordinate_descent,0.075,-0.21507595249768596
3,-0.24156445159929255,base,5,,3,19,coordinate_descent,0.075,-0.21576981695157435
3,-0.24156445159929255,base,0,,4,19,coordinate_descent,0.0375,-0.2410040373040927
3,-0.24156445159929255,base,0,,4,19,coordinate_descent,0.0375,-0.24122337992494375
3,-0.24156445159929255,base,1,,4,19,coordinate_descent,0.0375,-0.2412823430868382
3,-0.24156445159929255,base,1,,4,19,coordinate_descent,0.0375,-0.24122337992494375
3,-0.24156445159929255,base,2,,4,19,coordinate_descent,0.0375,-0.24156445159929255
3,-0.24156445159929255,base,2,,4,19,coordinate_descent,0.0375,-0.2412823430868382
3,-0.24156445159929255,base,3,,4,19,coordinate_descent,0.0375,-0.24136167501372793
3,-0.24156445159929255,base,3,,4,19,coordinate_descent,0.0375,-0.24142475458103405
3,-0.24156445159929255,base,4,,4,19,coordinate_descent,0.0375,-0.23989223172214208
3,-0.24156445159929255,base,4,,4,19,coordinate_descent,0.0375,-0.2377005446139963
3,-0.24156445159929255,base,5,,4,19,coordinate_descent,0.0375,-0.23639741974330214
3,-0.24156445159929255,base,5,,4,19,coordinate_descent,0.0375,-0.23384718891363765
1,-0.22022194898307745,capital,,0,,7,restart,,-0.1156084060361859
1,-0.22022194898307745,capital,,1,,7,restart,,0.6281975952100751
1,-0.22022194898307745,capital,,2,,7,restart,,0.2798539033338664
1,-0.22022194898307745,capital,,3,,7,restart,,0.6857365192516286
1,-0.22022194898307745,capital,,4,,7,restart,,0.6712124779596405
1,-0.22022194898307745,capital,,5,,7,restart,,-0.12759376664342223
1,-0.22022194898307745,capital,,6,,7,restart,,0.3107210210079294
1,-0.22022194898307745,capital,,7,,7,restart,,-0.0024985641112400467
1,-0.22022194898307745,capital,,8,,7,restart,,-0.10436383845965017
1,-0.22022194898307745,capital,,9,,7,restart,,-0.014470079089685136
1,-0.22022194898307745,capital,,10,,7,restart,,-0.22022194898307745
1,-0.22022194898307745,capital,,11,,7,restart,,0.05551651715553165
1,-0.22022194898307745,capital,0,,0,7,coordinate_descent,0.6,-0.21420694518041183
1,-0.22022194898307745,capital,0,,0,7,coordinate_descent,0.6,-0.19266836433564222
1,-0.22022194898307745,capital,1,,0,7,coordinate_descent,0.6,0.6386378767626268
1,-0.22022194898307745,capital,1,,0,7,coordinate_descent,0.6,0.6585541824703591
1,-0.21957812252975198,capital,,0,,11,restart,,0.762422222352416
1,-0.21957812252975198,capital,,1,,11,restart,,0.03259082978597201
1,-0.21957812252975198,capital,,2,,11,restart,,0.23599578228707843
1,-0.21957812252975198,capital,,3,,11,restart,,-0.21071011397101458
1,-0.21957812252975198,capital,,4,,11,restart,,0.4354673391131858
1,-0.21957812252975198,capital,,5,,11,restart,,0.17010729112003714
1,-0.21957812252975198,capital,,6,,11,restart,,0.40235582452307617
1,-0.21957812252975198,capital,,7,,11,restart,,0.7338061933487595
1,-0.21957812252975198,capital,,8,,11,restart,,0.22560820633991413
1,-0.21957812252975198,capital,,9,,11,restart,,0.49370935878405925
1,-0.21957812252975198,capital,,10,,11,restart,,0.7826924315678602
1,-0.21957812252975198,capital,,11,,11,restart,,0.03732966441582186
1,-0.21957812252975198,capital,0,,0,11,coordinate_descent,0.6,-0.1799873365408254
1,-0.21957812252975198,capital,0,,0,11,coordinate_descent,0.6,-0.21957812252975198
1,-0.21957812252975198,capital,1,,0,11,coordinate_descent,0.6,0.7957239667921454
1,-0.21957812252975198,capital,1,,0,11,coordinate_descent,0.6,0.7157971448595088
1,-0.21957812252975198,capital,0,,1,11,coordinate_descent,0.3,-0.21816405420545498
1,-0.21957812252975198,capital,0,,1,11,coordinate_descent,0.3,-0.21422320908856385
1,-0.21957812252975198,capital,1,,1,11,coordinate_descent,0.3,0.19352342596630823
1,-0.21957812252975198,capital,1,,1,11,coordinate_descent,0.3,0.08323984528851115
1,-0.22100095676068912,capital,,0,,19,restart,,0.0663408935224229
1,-0.22100095676068912,capital,,1,,19,restart,,-0.11712914510158784
1,-0.22100095676068912,capital,,2,,19,restart,,0.48267086599655684
1,-0.22100095676068912,capital,,3,,19,restart,,0.44259016505784515
1,-0.22100095676068912,capital,,4,,19,restart,,0.17480337544223729
1,-0.22100095676068912,capital,,5,,19,restart,,1.012913884980267
1,-0.22100095676068912,capital,,6,,19,restart,,0.1705846873825766
1,-0.22100095676068912,capital,,7,,19,restart,,0.080825411932504
1,-0.22100095676068912,capital,,8,,19,restart,,-0.0012596701840748778
1,-0.22100095676068912,capital,,9,,19,restart,,-0.11021561164590665
1,-0.22100095676068912,capital,,10,,19,restart,,-0.18457750730193379
1,-0.22100095676068912,capital,,11,,19,restart,,0.5877234010500056
1,-0.22100095676068912,capital,0,,0,19,coordinate_descent,0.6,-0.16167763135295427
1,-0.22100095676068912,capital,0,,0,19,coordinate_descent,0.6,-0.1890728300746484
1,-0.22100095676068912,capital,1,,0,19,coordinate_descent,0.6,0.9074128182485719
1,-0.22100095676068912,capital,1,,0,19,coordinate_descent,0.6,0.6463273082668117
1,-0.22100095676068912,capital,0,,1,19,coordinate_descent,0.3,-0.18935869532097838
1,-0.22100095676068912,capital,0,,1,19,coordinate_descent,0.3,-0.1890728300746484
1,-0.22100095676068912,capital,1,,1,19,coordinate_descent,0.3,0.3626439764311649
1,-0.22100095676068912,capital,1,,1,19,coordinate_descent,0.3,0.02610594610689719
1,-0.22100095676068912,capital,0,,2,19,coordinate_descent,0.15,-0.18757445837244469
1,-0.22100095676068912,capital,0,,2,19,coordinate_descent,0.15,-0.1898756261091576
1,-0.22100095676068912,capital,1,,2,19,coordinate_descent,0.15,0.017487852069183962
1,-0.22100095676068912,capital,1,,2,19,coordinate_descent,0.15,-0.19430423270021285
1,-0.22100095676068912,capital,0,,3,19,coordinate_descent,0.075,-0.19040387438982573
1,-0.22100095676068912,capital,0,,3,19,coordinate_descent,0.075,-0.197871321881755
1,-0.22100095676068912,capital,1,,3,19,coordinate_descent,0.075,-0.22054878959343913
1,-0.22100095676068912,capital,1,,3,19,coordinate_descent,0.075,-0.197871321881755
1,-0.22100095676068912,capital,0,,4,19,coordinate_descent,0.0375,-0.21999890430751765
1,-0.22100095676068912,capital,0,,4,19,coordinate_descent,0.0375,-0.22100095676068912
1,-0.22100095676068912,capital,1,,4,19,coordinate_descent,0.0375,-0.21176895280564334
1,-0.22100095676068912,capital,1,,4,19,coordinate_descent,0.0375,-0.2168887365696337
2,-0.21364779850724203,capital,,0,,7,restart,,0.4550978986218931
2,-0.21364779850724203,capital,,1,,7,restart,,-0.1843809959547109
2,-0.21364779850724203,capital,,2,,7,restart,,0.21423918640658882
2,-0.21364779850724203,capital,,3,,7,restart,,-0.16994027327962655
2,-0.21364779850724203,capital,,4,,7,restart,,0.4628064696995011
2,-0.21364779850724203,capital,,5,,7,restart,,0.5476044472725321
2,-0.21364779850724203,capital,,6,,7,restart,,0.45867384043418047
2,-0.21364779850724203,capital,,7,,7,restart,,-0.12450289734405719
2,-0.21364779850724203,capital,,8,,7,restart,,0.5937580425340658
2,-0.21364779850724203,capital,,9,,7,restart,,0.020795625117253403
2,-0.21364779850724203,capital,,10,,7,restart,,0.07159712472310345
2,-0.21364779850724203,capital,,11,,7,restart,,0.5962336590041344
2,-0.21364779850724203,capital,0,,0,7,coordinate_descent,0.6,-0.10240690111172512
2,-0.21364779850724203,capital,0,,0,7,coordinate_descent,0.6,-0.21364779850724203
2,-0.21364779850724203,capital,1,,0,7,coordinate_descent,0.6,-0.18629508145875132
2,-0.21364779850724203,capital,1,,0,7,coordinate_descent,0.6,-0.20476337877446327
2,-0.21364779850724203,capital,2,,0,7,coordinate_descent,0.6,-0.144128119376641
2,-0.21364779850724203,capital,2,,0,7,coordinate_descent,0.6,-0.16625064617658536
2,-0.21364779850724203,capital,3,,0,7,coordinate_descent,0.6,0.642167916731475
2,-0.21364779850724203,capital,3,,0,7,coordinate_descent,0.6,0.5557567425593265
2,-0.21364779850724203,capital,0,,1,7,coordinate_descent,0.3,-0.2047598855891349
2,-0.21364779850724203,capital,0,,1,7,coordinate_descent,0.3,-0.21307671358636046
2,-0.21364779850724203,capital,1,,1,7,coordinate_descent,0.3,-0.20548642241317017
2,-0.21364779850724203,capital,1,,1,7,coordinate_descent,0.3,-0.21280144713692892
2,-0.21364779850724203,capital,2,,1,7,coordinate_descent,0.3,-0.19256091691989813
2,-0.21364779850724203,capital,2,,1,7,coordinate_descent,0.3,-0.16363808487281087
2,-0.21364779850724203,capital,3,,1,7,coordinate_descent,0.3,0.14420479166351624
2,-0.21364779850724203,capital,3,,1,7,coordinate_descent,0.3,0.024973142739799385
2,-0.21184211079861254,capital,,0,,11,restart,,0.9832093969676505
2,-0.21184211079861254,capital,,1,,11,restart,,-0.10648527589369929
2,-0.21184211079861254,capital,,2,,11,restart,,0.11724819719605314
2,-0.21184211079861254,capital,,3,,11,restart,,0.5370445601699713
2,-0.21184211079861254,capital,,4,,11,restart,,0.41576028831123674
2,-0.21184211079861254,capital,,5,,11,restart,,0.4317706781686168
2,-0.21184211079861254,capital,,6,,11,restart,,-0.08825757034008466
2,-0.21184211079861254,capital,,7,,11,restart,,0.3435125024424631
2,-0.21184211079861254,capital,,8,,11,restart,,0.7663717548976197
2,-0.21184211079861254,capital,,9,,11,restart,,-0.06641944779223899
2,-0.21184211079861254,capital,,10,,11,restart,,0.07673427926913912
2,-0.21184211079861254,capital,,11,,11,restart,,1.0906561102257126
2,-0.21184211079861254,capital,0,,0,11,coordinate_descent,0.6,-0.14337692935078805
2,-0.21184211079861254,capital,0,,0,11,coordinate_descent,0.6,-0.10648527589369929
2,-0.21184211079861254,capital,1,,0,11,coordinate_descent,0.6,-0.15836919003096214
2,-0.21184211079861254,capital,1,,0,11,coordinate_descent,0.6,-0.14337692935078805
2,-0.21184211079861254,capital,2,,0,11,coordinate_descent,0.6,1.396682969928674
2,-0.21184211079861254,capital,2,,0,11,coordinate_descent,0.6,0.9481466358347617
2,-0.21184211079861254,capital,3,,0,11,coordinate_descent,0.6,0.4905425278198541
2,-0.21184211079861254,capital,3,,0,11,coordinate_descent,0.6,0.757815609454823
2,-0.21184211079861254,capital,0,,1,11,coordinate_descent,0.3,-0.1484676087993459
2,-0.21184211079861254,capital,0,,1,11,coordinate_descent,0.3,-0.15925557685451694
2,-0.21184211079861254,capital,1,,1,11,coordinate_descent,0.3,-0.16698903856300623
2,-0.21184211079861254,capital,1,,1,11,coordinate_descent,0.3,-0.15925557685451694
2,-0.21184211079861254,capital,2,,1,11,coordinate_descent,0.3,0.47788216732437433
2,-0.21184211079861254,capital,2,,1,11,coordinate_descent,0.3,0.5383983246714246
2,-0.21184211079861254,capital,3,,1,11,coordinate_descent,0.3,-0.0644398577586076
2,-0.21184211079861254,capital,3,,1,11,coordinate_descent,0.3,0.26093085944703165
2,-0.21184211079861254,capital,0,,2,11,coordinate_descent,0.15,-0.1653539477121685
2,-0.21184211079861254,capital,0,,2,11,coordinate_descent,0.15,-0.1658467416135737
2,-0.21184211079861254,capital,1,,2,11,coordinate_descent,0.15,-0.16971924537302305
2,-0.21184211079861254,capital,1,,2,11,coordinate_descent,0.15,-0.16698903856300623
2,-0.21184211079861254,capital,2,,2,11,coordinate_descent,0.15,-0.07537897626646502
2,-0.21184211079861254,capital,2,,2,11,coordinate_descent,0.15,0.1319265900871332
2,-0.21184211079861254,capital,3,,2,11,coordinate_descent,0.15,-0.19509759747748578
2,-0.21184211079861254,capital,3,,2,11,coordinate_descent,0.15,-0.16971924537302305
2,-0.21184211079861254,capital,0,,3,11,coordinate_descent,0.075,-0.1960736847990943
2,-0.21184211079861254,capital,0,,3,11,coordinate_descent,0.075,-0.19509759747748578
2,-0.21184211079861254,capital,1,,3,11,coordinate_descent,0.075,-0.1970026278636429
2,-0.21184211079861254,capital,1,,3,11,coordinate_descent,0.075,-0.1960736847990943
2,-0.21184211079861254,capital,2,,3,11,coordinate_descent,0.075,-0.1166760107346156
2,-0.21184211079861254,capital,2,,3,11,coordinate_descent,0.075,-0.20851964741547502
2,-0.21184211079861254,capital,3,,3,11,coordinate_descent,0.075,-0.20348144669248328
2,-0.21184211079861254,capital,3,,3,11,coordinate_descent,0.075,-0.1545162270750051
2,-0.21184211079861254,capital,0,,4,11,coordinate_descent,0.0375,-0.20745687143778302
2,-0.21184211079861254,capital,0,,4,11,coordinate_descent,0.0375,-0.20948886270822153
2,-0.21184211079861254,capital,1,,4,11,coordinate_descent,0.0375,-0.20962824827046486
2,-0.21184211079861254,capital,1,,4,11,coordinate_descent,0.0375,-0.20948886270822153
2,-0.21184211079861254,capital,2,,4,11,coordinate_descent,0.0375,-0.21184211079861254
2,-0.21184211079861254,capital,2,,4,11,coordinate_descent,0.0375,-0.20962824827046486
2,-0.21184211079861254,capital,3,,4,11,coordinate_descent,0.0375,-0.2024350235131587
2,-0.21184211079861254,capital,3,,4,11,coordinate_descent,0.0375,-0.20818063478796645
2,-0.23232046600990042,capital,,0,,19,restart,,0.06486039474520264
2,-0.23232046600990042,capital,,1,,19,restart,,0.06817395659682664
2,-0.23232046600990042,capital,,2,,19,restart,,0.7641355968935755
2,-0.23232046600990042,capital,,3,,19,restart,,-0.13757434686868059
2,-0.23232046600990042,capital,,4,,19,restart,,0.15729334905648268
2,-0.23232046600990042,capital,,5,,19,restart,,0.5793412521725656
2,-0.23232046600990042,capital,,6,,19,restart,,0.6662922997222955
2,-0.23232046600990042,capital,,7,,19,restart,,0.5637228080621569
2,-0.23232046600990042,capital,,8,,19,restart,,0.1507959746979474
2,-0.23232046600990042,capital,,9,,19,restart,,0.8724604536072285
2,-0.23232046600990042,capital,,10,,19,restart,,0.4155849640326252
2,-0.23232046600990042,capital,,11,,19,restart,,-0.18716932350979804
2,-0.23232046600990042,capital,0,,0,19,coordinate_descent,0.6,-0.1569731684873089
2,-0.23232046600990042,capital,0,,0,19,coordinate_descent,0.6,-0.10485661798357343
2,-0.23232046600990042,capital,1,,0,19,coordinate_descent,0.6,-0.15915630570272282
2,-0.23232046600990042,capital,1,,0,19,coordinate_descent,0.6,-0.1970119248701903
2,-0.23232046600990042,capital,2,,0,19,coordinate_descent,0.6,-0.1920977600059821
2,-0.23232046600990042,capital,2,,0,19,coordinate_descent,0.6,-0.19990333535497914
2,-0.23232046600990042,capital,3,,0,19,coordinate_descent,0.6,0.8903821536121159
2,-0.23232046600990042,capital,3,,0,19,coordinate_descent,0.6,0.6725428925474696
2,-0.23232046600990042,capital,0,,1,19,coordinate_descent,0.3,-0.17544767626379995
2,-0.23232046600990042,capital,0,,1,19,coordinate_descent,0.3,-0.21078663732203898
2,-0.23232046600990042,capital,1,,1,19,coordinate_descent,0.3,-0.2165109794875258
2,-0.23232046600990042,capital,1,,1,19,coordinate_descent,0.3,-0.21078663732203898
2,-0.23232046600990042,capital,2,,1,19,coordinate_descent,0.3,-0.22233058052708865
2,-0.23232046600990042,capital,2,,1,19,coordinate_descent,0.3,-0.2165109794875258
2,-0.23232046600990042,capital,3,,1,19,coordinate_descent,0.3,0.22975367686263096
2,-0.23232046600990042,capital,3,,1,19,coordinate_descent,0.3,0.1023734800506019
2,-0.23232046600990042,capital,0,,2,19,coordinate_descent,0.15,-0.2141322056646035
2,-0.23232046600990042,capital,0,,2,19,coordinate_descent,0.15,-0.22645007385648785
2,-0.23232046600990042,capital,1,,2,19,coordinate_descent,0.15,-0.22495957601737956
2,-0.23232046600990042,capital,1,,2,19,coordinate_descent,0.15,-0.22721995113440346
2,-0.23232046600990042,capital,2,,2,19,coordinate_descent,0.15,-0.20491496796314318
2,-0.23232046600990042,capital,2,,2,19,coordinate_descent,0.15,-0.22832361920111063
2,-0.23232046600990042,capital,3,,2,19,coordinate_descent,0.15,-0.11435755603866495
2,-0.23232046600990042,capital,3,,2,19,coordinate_descent,0.15,-0.15747495185085447
2,-0.23232046600990042,capital,0,,3,19,coordinate_descent,0.075,-0.22648118655224814
2,-0.23232046600990042,capital,0,,3,19,coordinate_descent,0.075,-0.22938450202657018
2,-0.23232046600990042,capital,1,,3,19,coordinate_descent,0.075,-0.23048166521081936
2,-0.23232046600990042,capital,1,,3,19,coordinate_descent,0.075,-0.22938450202657018
2,-0.23232046600990042,capital,2,,3,19,coordinate_descent,0.075,-0.2317018765707143
2,-0.23232046600990042,capital,2,,3,19,coordinate_descent,0.075,-0.23048166521081936
2,-0.23232046600990042,capital,3,,3,19,coordinate_descent,0.075,-0.20169872367924466
2,-0.23232046600990042,capital,3,,3,19,coordinate_descent,0.075,-0.21057818165007447
2,-0.23232046600990042,capital,0,,4,19,coordinate_descent,0.0375,-0.23111797007597876
2,-0.23232046600990042,capital,0,,4,19,coordinate_descent,0.0375,-0.23211764151472747
2,-0.23232046600990042,capital,1,,4,19,coordinate_descent,0.0375,-0.23223921932281213
2,-0.23232046600990042,capital,1,,4,19,coordinate_descent,0.0375,-0.23211764151472747
2,-0.23232046600990042,capital,2,,4,19,coordinate_descent,0.0375,-0.23077939885283927
2,-0.23232046600990042,capital,2,,4,19,coordinate_descent,0.0375,-0.23232046600990042
2,-0.23232046600990042,capital,3,,4,19,coordinate_descent,0.0375,-0.22536010988682753
2,-0.23232046600990042,capital,3,,4,19,coordinate_descent,0.0375,-0.226817198502077
3,-0.21159211417906057,capital,,0,,7,restart,,0.9808297916585431
3,-0.21159211417906057,capital,,1,,7,restart,,0.731297166202141
3,-0.21159211417906057,capital,,2,,7,restart,,0.18833382406848798
3,-0.21159211417906057,capital,,3,,7,restart,,0.44631769404214755
3,-0.21159211417906057,capital,,4,,7,restart,,-0.13692828807525664
3,-0.21159211417906057,capital,,5,,7,restart,,0.26631482653028726
3,-0.21159211417906057,capital,,6,,7,restart,,-0.1206084691902247
3,-0.21159211417906057,capital,,7,,7,restart,,0.5980262806628591
3,-0.21159211417906057,capital,,8,,7,restart,,0.3549131283427482
3,-0.21159211417906057,capital,,9,,7,restart,,0.007158404026308978
3,-0.21159211417906057,capital,,10,,7,restart,,0.47203365747675835
3,-0.21159211417906057,capital,,11,,7,restart,,1.3686436706134115
3,-0.21159211417906057,capital,0,,0,7,coordinate_descent,0.6,-0.10476056421703632
3,-0.21159211417906057,capital,0,,0,7,coordinate_descent,0.6,-0.16188617646300413
3,-0.21159211417906057,capital,1,,0,7,coordinate_descent,0.6,-0.10735154959709367
3,-0.21159211417906057,capital,1,,0,7,coordinate_descent,0.6,-0.13229104510675688
3,-0.21159211417906057,capital,2,,0,7,coordinate_descent,0.6,-0.03156333363368444
3,-0.21159211417906057,capital,2,,0,7,coordinate_descent,0.6,-0.030165383086046785
3,-0.21159211417906057,capital,3,,0,7,coordinate_descent,0.6,0.9754220711063086
3,-0.21159211417906057,capital,3,,0,7,coordinate_descent,0.6,0.6909686280103821
3,-0.21159211417906057,capital,4,,0,7,coordinate_descent,0.6,0.8878780205663098
3,-0.21159211417906057,capital,4,,0,7,coordinate_descent,0.6,0.6245896718587193
3,-0.21159211417906057,capital,5,,0,7,coordinate_descent,0.6,0.8304091345146554
3,-0.21159211417906057,capital,5,,0,7,coordinate_descent,0.6,0.5906430900343084
3,-0.21159211417906057,capital,0,,1,7,coordinate_descent,0.3,-0.15112642955467095
3,-0.21159211417906057,capital,0,,1,7,coordinate_descent,0.3,-0.16724689382378843
3,-0.21159211417906057,capital,1,,1,7,coordinate_descent,0.3,-0.16014435717656567
3,-0.21159211417906057,capital,1,,1,7,coordinate_descent,0.3,-0.1504786568458104
3,-0.21159211417906057,capital,2,,1,7,coordinate_descent,0.3,-0.15487945403352538
3,-0.21159211417906057,capital,2,,1,7,coordinate_descent,0.3,-0.10939985463217333
3,-0.21159211417906057,capital,3,,1,7,coordinate_descent,0.3,0.35122613048603024
3,-0.21159211417906057,capital,3,,1,7,coordinate_descent,0.3,-0.006904061662945021
3,-0.21159211417906057,capital,4,,1,7,coordinate_descent,0.3,0.3080955569948089
3,-0.21159211417906057,capital,4,,1,7,coordinate_descent,0.3,-0.03322492923904628
3,-0.21159211417906057,capital,5,,1,7,coordinate_descent,0.3,0.275522669232904
3,-0.21159211417906057,capital,5,,1,7,coordinate_descent,0.3,-0.04201292456927545
3,-0.21159211417906057,capital,0,,2,7,coordinate_descent,0.15,-0.16536963724780523
3,-0.21159211417906057,capital,0,,2,7,coordinate_descent,0.15,-0.16725984083636367
3,-0.21159211417906057,capital,1,,2,7,coordinate_descent,0.15,-0.1699946926888168
3,-0.21159211417906057,capital,1,,2,7,coordinate_descent,0.15,-0.16725984083636367
3,-0.21159211417906057,capital,2,,2,7,coordinate_descent,0.15,-0.16870771006238572
3,-0.21159211417906057,capital,2,,2,7,coordinate_descent,0.15,-0.15325903459262707
3,-0.21159211417906057,capital,3,,2,7,coordinate_descent,0.15,-0.0012535074979414963
3,-0.21159211417906057,capital,3,,2,7,coordinate_descent,0.15,-0.1794409779055062
3,-0.21159211417906057,capital,4,,2,7,coordinate_descent,0.15,-0.16886794739883473
3,-0.21159211417906057,capital,4,,2,7,coordinate_descent,0.15,-0.020380199172460457
3,-0.21159211417906057,capital,5,,2,7,coordinate_descent,0.15,-0.1702935059829136
3,-0.21159211417906057,capital,5,,2,7,coordinate_descent,0.15,-0.013197928112768868
3,-0.21159211417906057,capital,0,,3,7,coordinate_descent,0.075,-0.17633422738710497
3,-0.21159211417906057,capital,0,,3,7,coordinate_descent,0.075,-0.18213202217573501
3,-0.21159211417906057,capital,1,,3,7,coordinate_descent,0.075,-0.1800168653867481
3,-0.21159211417906057,capital,1,,3,7,coordinate_descent,0.075,-0.18386456204031848
3,-0.21159211417906057,capital,2,,3,7,coordinate_descent,0.075,-0.16158730841242067
3,-0.21159211417906057,capital,2,,3,7,coordinate_descent,0.075,-0.20129170782328795
3,-0.21159211417906057,capital,3,,3,7,coordinate_descent,0.075,-0.2027147680510461
3,-0.21159211417906057,capital,3,,3,7,coordinate_descent,0.075,-0.20129170782328795
3,-0.21159211417906057,capital,4,,3,7,coordinate_descent,0.075,-0.16073930800613762
3,-0.21159211417906057,capital,4,,3,7,coordinate_descent,0.075,-0.20165756591843234
3,-0.21159211417906057,capital,5,,3,7,coordinate_descent,0.075,-0.16254076257445282
3,-0.21159211417906057,capital,5,,3,7,coordinate_descent,0.075,-0.20067727841517158
3,-0.21159211417906057,capital,0,,4,7,coordinate_descent,0.0375,-0.2030456228047432
3,-0.21159211417906057,capital,0,,4,7,coordinate_descent,0.0375,-0.2027147680510461
3,-0.21159211417906057,capital,1,,4,7,coordinate_descent,0.0375,-0.20327061839120647
3,-0.21159211417906057,capital,1,,4,7,coordinate_descent,0.0375,-0.2030456228047432
3,-0.21159211417906057,capital,2,,4,7,coordinate_descent,0.0375,-0.20108092504992364
3,-0.21159211417906057,capital,2,,4,7,coordinate_descent,0.0375,-0.2042311965480107
3,-0.21159211417906057,capital,3,,4,7,coordinate_descent,0.0375,-0.18587043376935686
3,-0.21159211417906057,capital,3,,4,7,coordinate_descent,0.0375,-0.21159211417906057
3,-0.21159211417906057,capital,4,,4,7,coordinate_descent,0.0375,-0.20418474850472776
3,-0.21159211417906057,capital,4,,4,7,coordinate_descent,0.0375,-0.20764026674441333
3,-0.21159211417906057,capital,5,,4,7,coordinate_descent,0.0375,-0.20462682415726255
3,-0.21159211417906057,capital,5,,4,7,coordinate_descent,0.0375,-0.20723473438142362
3,-0.20545956830224585,capital,,0,,11,restart,,-0.20545956830224585
3,-0.20545956830224585,capital,,1,,11,restart,,0.7720685095701623
3,-0.20545956830224585,capital,,2,,11,restart,,0.8095982436320487
3,-0.20545956830224585,capital,,3,,11,restart,,0.2495081044832289
3,-0.20545956830224585,capital,,4,,11,restart,,-0.11699098195175453
3,-0.20545956830224585,capital,,5,,11,restart,,-0.17232135731169046
3,-0.20545956830224585,capital,,6,,11,restart,,0.5080260168189733
3,-0.20545956830224585,capital,,7,,11,restart,,-0.10130065860269252
3,-0.20545956830224585,capital,,8,,11,restart,,1.1612792054201742
3,-0.20545956830224585,capital,,9,,11,restart,,0.3652728911907351
3,-0.20545956830224585,capital,,10,,11,restart,,-0.153674552743709
3,-0.20545956830224585,capital,,11,,11,restart,,1.237418347711353
3,-0.20545956830224585,capital,0,,0,11,coordinate_descent,0.6,-0.18814769291859954
3,-0.20545956830224585,capital,0,,0,11,coordinate_descent,0.6,-0.20166704287429568
3,-0.20545956830224585,capital,1,,0,11,coordinate_descent,0.6,-0.1939070036711415
3,-0.20545956830224585,capital,1,,0,11,coordinate_descent,0.6,-0.20525280294893186
3,-0.20545956830224585,capital,2,,0,11,coordinate_descent,0.6,-0.20528825011413496
3,-0.20545956830224585,capital,2,,0,11,coordinate_descent,0.6,-0.20441810267526508
3,-0.20545956830224585,capital,3,,0,11,coordinate_descent,0.6,0.762044545521861
3,-0.20545956830224585,capital,3,,0,11,coordinate_descent,0.6,0.6170752697973811
3,-0.20545956830224585,capital,4,,0,11,coordinate_descent,0.6,0.7638519344576071
3,-0.20545956830224585,capital,4,,0,11,coordinate_descent,0.6,0.6196193135382541
3,-0.20545956830224585,capital,5,,0,11,coordinate_descent,0.6,1.0519978624407142
3,-0.20545956830224585,capital,5,,0,11,coordinate_descent,0.6,0.8474017712075463
3,-0.24156595316847201,capital,,0,,19,restart,,1.0099149267484968
3,-0.24156595316847201,capital,,1,,19,restart,,0.8368834817492335
3,-0.24156595316847201,capital,,2,,19,restart,,0.13719354101372258
3,-0.24156595316847201,capital,,3,,19,restart,,1.027094704618432
3,-0.24156595316847201,capital,,4,,19,restart,,0.028837801839871162
3,-0.24156595316847201,capital,,5,,19,restart,,1.4110777011423146
3,-0.24156595316847201,capital,,6,,19,restart,,0.27096579006364263
3,-0.24156595316847201,capital,,7,,19,restart,,-0.027900326658558815
3,-0.24156595316847201,capital,,8,,19,restart,,0.6383637826018259
3,-0.24156595316847201,capital,,9,,19,restart,,-0.21624945926972294
3,-0.24156595316847201,capital,,10,,19,restart,,0.6176961786877846
3,-0.24156595316847201,capital,,11,,19,restart,,-0.12232230693613172
3,-0.24156595316847201,capital,0,,0,19,coordinate_descent,0.6,-0.13814650282370888
3,-0.24156595316847201,capital,0,,0,19,coordinate_descent,0.6,-0.20013650497176122
3,-0.24156595316847201,capital,1,,0,19,coordinate_descent,0.6,-0.1820565125881784
3,-0.24156595316847201,capital,1,,0,19,coordinate_descent,0.6,-0.23182337334799752
3,-0.24156595316847201,capital,2,,0,19,coordinate_descent,0.6,-0.2279585398197402
3,-0.24156595316847201,capital,2,,0,19,coordinate_descent,0.6,-0.23344937643822045
3,-0.24156595316847201,capital,3,,0,19,coordinate_descent,0.6,-0.22914180874090584
3,-0.24156595316847201,capital,3,,0,19,coordinate_descent,0.6,-0.23175891079579491
3,-0.24156595316847201,capital,4,,0,19,coordinate_descent,0.6,0.3560489958130667
3,-0.24156595316847201,capital,4,,0,19,coordinate_descent,0.6,0.14663538274478205
3,-0.24156595316847201,capital,5,,0,19,coordinate_descent,0.6,0.7967683855556229
3,-0.24156595316847201,capital,5,,0,19,coordinate_descent,0.6,0.7942704891533372
3,-0.24156595316847201,capital,0,,1,19,coordinate_descent,0.3,-0.21688524466257378
