B,bitstring,capital_avg,cvar95,eta,exp_return,feasible,gamma,lambda,liquidity_avg,model_version,objective_scaled,objective_unscaled,q,selected_count,source,var95,variance,volatility,worst_scenario_return
4,00011001,0.155,0.007494826616682161,0.25,0.0002566561334656429,False,0.25,8.0,2.175,base,-2.142856419830677,-120.00025011284532,0.5,3,exact_enumeration,0.005770653959495315,1.3086576312539298e-05,0.003617537327041602,-0.015240507546678822
4,00011010,0.1675,0.00744669123136668,0.25,0.0002885624384920963,False,0.25,8.0,2.3,base,-2.1428569848159142,-120.00028175209523,0.5,3,exact_enumeration,0.005975551792734898,1.3620686522105811e-05,0.0036906214276332667,-0.01424665193776016
4,00011011,0.2175,0.009194045616133234,0.25,0.0003290090137869528,True,0.25,8.0,2.8,base,-2.285714446867241,-128.00031900050783,0.5,4,exact_enumeration,0.006975524485199981,2.0017011910969425e-05,0.004474037540183299,-0.020346309602723645
4,00011100,0.1925,0.0080814614047398,0.25,0.00032901558507321486,False,0.25,8.0,2.675,base,-2.142857679074632,-120.00032063067758,0.5,3,exact_enumeration,0.006402310577767633,1.6769815001018263e-05,0.00409509645808475,-0.011769388225559866
4,00011101,0.24250000000000002,0.009485011631169438,0.25,0.0003694621603680714,True,0.25,8.0,3.175,base,-2.2857151469017896,-128.0003582025375,0.5,4,exact_enumeration,0.007572293142454909,2.251924573563523e-05,0.0047454447352840625,-0.01610208172166015
4,00011110,0.255,0.009723474166627308,0.25,0.00040136846539452477,True,0.25,8.0,3.3,base,-2.2857157013726352,-128.00038925298003,0.5,4,exact_enumeration,0.007857503665480084,2.423097068309339e-05,0.00492249638731136,-0.017289437775115817
4,00011111,0.30500000000000005,0.011310782030168994,0.25,0.0004418150406893813,False,0.25,8.0,3.8,base,-2.1428595617805963,-120.00042606246683,0.5,5,exact_enumeration,0.008776816642881055,3.150514765601531e-05,0.005612944651073562,-0.021207883777704974
4,00100000,0.004999999999999999,0.0015644042371108717,0.25,-2.2985851772445187e-05,False,0.25,8.0,0.8958333333333334,base,-0.9999971631699904,-55.99997675159997,0.5,1,exact_enumeration,0.0012446036923859452,5.250965161549095e-07,0.0007246354367231218,-0.002699596127022922
4,00100001,0.055,0.004139197239838517,0.25,1.7460723522411338e-05,False,0.25,8.0,1.3958333333333335,base,-1.7142818384306384,-96.0000154335305,0.5,2,exact_enumeration,0.003297332158684159,4.054386047580119e-06,0.0020135506071564525,-0.006215749370537371
4,00100010,0.0675,0.004426693505716544,0.25,4.936702854886473e-05,False,0.25,8.0,1.5208333333333335,base,-1.7142824042187637,-96.00004711774224,0.5,2,exact_enumeration,0.0035506671249044535,4.498572617550642e-06,0.0021209838796065004,-0.006882314398296449
