B,bitstring,capital_avg,cvar95,eta,exp_return,feasible,gamma,lambda,liquidity_avg,model_version,objective_scaled,objective_unscaled,q,selected_count,source,var95,variance,volatility,worst_scenario_return
4,11110100,0.11375000000000002,0.007016821245676475,0.25,0.000254562708214365,False,0.25,8.0,4.729166666666666,base,-2.142856390223776,-120.00024845485487,0.5,5,exact_enumeration,0.005500670740675574,1.2215706801834294e-05,0.0034950975382432884,-0.011570467151077337
4,11110101,0.16375000000000003,0.008300968867761098,0.25,0.0002950092835092215,False,0.25,8.0,5.229166666666666,base,-1.7142866736815652,-96.0002862082381,0.5,6,exact_enumeration,0.006701314777069607,1.7602090873805912e-05,0.004195484581524036,-0.012939027554491125
4,11110110,0.17625000000000002,0.008850023653009137,0.25,0.00032691558853567494,False,0.25,8.0,5.354166666666666,base,-1.71428722746382,-96.00031722011948,0.5,6,exact_enumeration,0.0070521465478542225,1.9390938123593025e-05,0.004403514292425202,-0.016229095284972482
4,11110111,0.22625000000000003,0.010361192032630128,0.25,0.0003673621638305315,False,0.25,8.0,5.854166666666666,base,-1.000003903502411,-56.00035421112966,0.5,7,exact_enumeration,0.00830744892819583,2.63020684338696e-05,0.005128554224522697,-0.01766225946945285
4,11111000,0.11375,0.006872287476838674,0.25,0.00022121236162062205,False,0.25,8.0,4.754166666666666,base,-2.1428558067163306,-120.00021577835881,0.5,5,exact_enumeration,0.005322701921209734,1.08680056460698e-05,0.003296665837792754,-0.010748639123085145
4,11111001,0.16375,0.0083852180670149,0.25,0.0002616589369154786,False,0.25,8.0,5.254166666666666,base,-1.714286089202024,-96.00025347730457,0.5,6,exact_enumeration,0.006354733328063117,1.6363264716867444e-05,0.004045153237748534,-0.016568268648828852
4,11111010,0.17625000000000002,0.008305463728119388,0.25,0.00029356524194193196,False,0.25,8.0,5.379166666666666,base,-1.7142866529254261,-96.00028504589153,0.5,6,exact_enumeration,0.006803603975851614,1.703870077294768e-05,0.004127796115719342,-0.01557441303991019
4,11111011,0.22625,0.010007841700863947,0.25,0.0003340118172367885,False,0.25,8.0,5.879166666666666,base,-1.0000033279919212,-56.00032198246424,0.5,7,exact_enumeration,0.007709974606499577,2.4058706082050283e-05,0.004904967490417269,-0.021674070704873677
4,11111100,0.20125,0.009052585443923046,0.25,0.0003340183885230505,False,0.25,8.0,5.754166666666666,base,-1.7142873421163918,-96.000323640679,0.5,6,exact_enumeration,0.007280176391648143,2.0755419050216097e-05,0.0045558115687785086,-0.012811360850549777
4,11111101,0.25125000000000003,0.010412271827159918,0.25,0.000374464963817907,False,0.25,8.0,6.254166666666666,base,-1.0000040229587164,-56.00036090069898,0.5,7,exact_enumeration,0.008405346510885954,2.712852970507205e-05,0.0052085055155075,-0.01742984282381018
4,11111110,0.26375000000000004,0.010700329856331911,0.25,0.0004063712688443604,False,0.25,8.0,6.379166666666666,base,-1.0000045761677274,-56.00039188047862,0.5,7,exact_enumeration,0.008593120874212486,2.8981580499043934e-05,0.005383454327756848,-0.018023431243835528
4,11111111,0.31375000000000003,0.012193072502154297,0.25,0.00044681784413921693,False,0.25,8.0,6.879166666666666,base,-7.649590857639055e-06,-0.0004283781253775487,0.5,8,exact_enumeration,0.009866538868234482,3.687943739220485e-05,0.006072844258846496,-0.022535644879855002
4,00000000,0.0,0.0,0.25,0.0,False,0.25,8.0,0.0,capital,0.0,0.0,0.5,0,exact_enumeration,0.0,0.0,0.0,0.0
4,00000001,0.05,0.0037053353539376797,0.25,4.0446575294856524e-05,False,0.25,8.0,0.5,capital,-0.999369668074076,-55.96471273256558,0.5,1,exact_enumeration,0.0028707979640870762,3.2541063786394857e-06,0.001803914182725854,-0.006167496104893
4,00000010,0.0625,0.0038241671998480637,0.25,7.235288032130992e-05,False,0.25,8.0,0.625,capital,-0.9992084856532258,-55.95568651517217,0.5,1,exact_enumeration,0.002911758401876126,3.559474280158311e-06,0.0018866569057882016,-0.006967078924135492
4,00000011,0.1125,0.005965535025847316,0.25,0.00011279945561616645,False,0.25,8.0,1.125,capital,-1.7128639121928617,-95.92039848536463,0.5,2,exact_enumeration,0.004505264103295589,8.338326897102754e-06,0.0028876161270332927,-0.011205459721008308
4,00000100,0.08750000000000001,0.004918505690567422,0.25,0.00011280602690242845,False,0.25,8.0,1.0,capital,-0.9988856878131822,-55.937609832473214,0.5,1,exact_enumeration,0.0038168411672818803,5.94710737908849e-06,0.0024386691819696434,-0.008724340171179498
4,00000101,0.1375,0.0063034168354660115,0.25,0.00015325260219728497,False,0.25,8.0,1.5,capital,-1.7125411201286622,-95.90232212611299,0.5,2,exact_enumeration,0.004993495442352479,1.0079065341786287e-05,0.00317475437503223,-0.00966437745475054
4,00000110,0.15000000000000002,0.006958308995709891,0.25,0.00018515890722373837,False,0.25,8.0,1.625,capital,-1.7123799271933968,-95.89329531991223,0.5,2,exact_enumeration,0.005378754189020841,1.156204798119676e-05,0.0034003011603675284,-0.011887121796632802
4,00000111,0.2,0.008540876817921766,0.25,0.00022560548251859488,False,0.25,8.0,2.125,capital,-2.140321117974437,-119.85800685117889,0.5,3,exact_enumeration,0.006595897825239062,1.721875218219951e-05,0.004149548431118682,-0.012576113768538693
4,00001000,0.0875,0.004696379151727182,0.25,7.945568030868549e-05,False,0.25,8.0,1.025,capital,-0.9988851013525317,-55.937576990670145,0.5,1,exact_enumeration,0.0036747206607030524,4.93002032041978e-06,0.002220364907041133,-0.008769155688674167
4,00001001,0.1375,0.006402225997628737,0.25,0.00011990225560354201,False,0.25,8.0,1.525,capital,-1.7125405326959138,-95.90228922987244,0.5,2,exact_enumeration,0.004661383377541175,9.170853281943604e-06,0.0030283416719293094,-0.012654572034648067
4,00001010,0.15,0.006207469741715322,0.25,0.0001518085606299954,False,0.25,8.0,1.65,capital,-1.7123793497018178,-95.89326298037724,0.5,2,exact_enumeration,0.004885886799186782,9.540424727647194e-06,0.00308875779685737,-0.01053480999217544
4,00001011,0.2,0.008065758152466507,0.25,0.00019225513592485195,False,0.25,8.0,2.15,capital,-2.1403205395107596,-119.85797445720642,0.5,3,exact_enumeration,0.00595592464818747,1.5306003927475975e-05,0.0039122888348735166,-0.01607884513141046
4,00001100,0.175,0.007045536886100237,0.25,0.00019226170721111394,False,0.25,8.0,2.025,capital,-1.7120565470026663,-95.8751860255682,0.5,2,exact_enumeration,0.0056501163486584955,1.2472278029757696e-05,0.0035316112512219825,-0.010027678701440002
4,00001101,0.225,0.008368990868387945,0.25,0.00023270828250597048,False,0.25,8.0,2.525,capital,-2.139997742587452,-119.83989782584469,0.5,3,exact_enumeration,0.006536307452152628,1.7590962575339832e-05,0.004194158148584747,-0.014708602993752061
4,00001110,0.2375,0.008688457472765638,0.25,0.00026461458753242385,False,0.25,8.0,2.65,capital,-2.1398365490789413,-119.83087098754214,0.5,3,exact_enumeration,0.006975046716812296,1.9138148758935067e-05,0.004374716991867596,-0.01368145775549585
4,00001111,0.2875,0.010318308265586768,0.25,0.0003050611628272804,True,0.25,8.0,3.15,capital,-2.282063503129287,-127.79558202544551,0.5,4,exact_enumeration,0.007982759280920595,2.5781579542822162e-05,0.005077556453927633,-0.016940419306391785
4,00010000,0.017500000000000005,0.0028862461238557016,0.25,0.0001367538778621009,False,0.25,8.0,0.65,capital,-0.99979194512403,-55.98836025214637,0.5,1,exact_enumeration,0.0023393436393998068,2.278825294702282e-06,0.0015095778531438126,-0.004267464471313187
4,00010001,0.0675,0.004966852745399413,0.25,0.0001772004531569574,False,0.25,8.0,1.15,capital,-1.7134473796458078,-95.95307266933887,0.5,2,exact_enumeration,0.0037512371648026816,6.163677862376598e-06,0.002482675545127997,-0.010367122136276672
4,00010010,0.08,0.0050658089730999745,0.25,0.00020910675818341083,False,0.25,8.0,1.275,capital,-1.7132861957558618,-95.94404636967606,0.5,2,exact_enumeration,0.00387033235625022,6.633584527758347e-06,0.0025755746014740765,-0.00937326652735801
4,00010011,0.13,0.007102323356955669,0.25,0.0002495533334782673,False,0.25,8.0,1.775,capital,-2.1412273887432,-119.90875802449544,0.5,3,exact_enumeration,0.005215325786059692,1.2043183333737619e-05,0.003470328995028803,-0.015472924192321495
4,00010100,0.10500000000000001,0.006163919350100308,0.25,0.00024955990476452936,False,0.25,8.0,1.65,capital,-1.7129633959758617,-95.92596957833953,0.5,2,exact_enumeration,0.00468834910075809,9.238492803490474e-06,0.0030394889049790057,-0.010528494526087426
4,00010101,0.15500000000000003,0.0075093644263085745,0.25,0.0002900064800593859,False,0.25,8.0,2.15,capital,-2.1409045947390437,-119.89068155660621,0.5,3,exact_enumeration,0.006057094299100919,1.4001196955223102e-05,0.0037418173332250068,-0.011897054929501216
4,00010110,0.1675,0.008002150807788313,0.25,0.00032191278508583927,False,0.25,8.0,2.275,capital,-2.1407434003346824,-119.88165466813606,0.5,3,exact_enumeration,0.006196615260164776,1.5648718358496497e-05,0.003955846098939707,-0.01549510181625277
4,00010111,0.21750000000000003,0.009460348195878697,0.25,0.0003623593603806958,True,0.25,8.0,2.775,capital,-2.282970357563424,-127.84636588402964,0.5,4,exact_enumeration,0.007591913123404771,2.193616874853408e-05,0.004683606382749737,-0.016334498367302823
4,00011000,0.105,0.0058856997540706925,0.25,0.00021620955817078637,False,0.25,8.0,1.6749999999999998,capital,-1.7129628095724305,-95.92593673974073,0.5,2,exact_enumeration,0.004757204640423445,8.214997161980643e-06,0.002866181634506202,-0.010357778478872733
4,00011001,0.155,0.007494826616682161,0.25,0.0002566561334656429,False,0.25,8.0,2.175,capital,-2.1409040073635146,-119.89064866356995,0.5,3,exact_enumeration,0.005770653959495315,1.3086576312539298e-05,0.003617537327041602,-0.015240507546678822
4,00011010,0.1675,0.00744669123136668,0.25,0.0002885624384920963,False,0.25,8.0,2.3,capital,-2.1407428229003225,-119.88162233180536,0.5,3,exact_enumeration,0.005975551792734898,1.3620686522105811e-05,0.0036906214276332667,-0.01424665193776016
4,00011011,0.2175,0.009194045616133234,0.25,0.0003290090137869528,True,0.25,8.0,2.8,capital,-2.282969779156966,-127.84633349326147,0.5,4,exact_enumeration,0.006975524485199981,2.0017011910969425e-05,0.004474037540183299,-0.020346309602723645
4,00011100,0.1925,0.0080814614047398,0.25,0.00032901558507321486,False,0.25,8.0,2.675,capital,-2.1404200182612145,-119.86354526835873,0.5,3,exact_enumeration,0.006402310577767633,1.6769815001018263e-05,0.00409509645808475,-0.011769388225559866
4,00011101,0.24250000000000002,0.009485011631169438,0.25,0.0003694621603680714,True,0.25,8.0,3.175,capital,-2.282646980293702,-127.82825675326214,0.5,4,exact_enumeration,0.007572293142454909,2.251924573563523e-05,0.0047454447352840625,-0.01610208172166015
4,00011110,0.255,0.009723474166627308,0.25,0.00040136846539452477,True,0.25,8.0,3.3,capital,-2.282485785316095,-127.8192298326902,0.5,4,exact_enumeration,0.007857503665480084,2.423097068309339e-05,0.00492249638731136,-0.017289437775115817
4,00011111,0.30500000000000005,0.011310782030168994,0.25,0.0004418150406893813,False,0.25,8.0,3.8,capital,-2.1389985058141425,-119.78394055522045,0.5,5,exact_enumeration,0.008776816642881055,3.150514765601531e-05,0.005612944651073562,-0.021207883777704974
4,00100000,0.004999999999999999,0.0015644042371108717,0.25,-2.2985851772445187e-05,False,0.25,8.0,0.8958333333333334,capital,-0.9999508577374077,-55.997259360295615,0.5,1,exact_enumeration,0.0012446036923859452,5.250965161549095e-07,0.0007246354367231218,-0.002699596127022922
4,00100001,0.055,0.004139197239838517,0.25,1.7460723522411338e-05,False,0.25,8.0,1.3958333333333335,capital,-1.7136062954338547,-95.96197195526963,0.5,2,exact_enumeration,0.003297332158684159,4.054386047580119e-06,0.0020135506071564525,-0.006215749370537371
4,00100010,0.0675,0.004426693505716544,0.25,4.936702854886473e-05,False,0.25,8.0,1.5208333333333335,capital,-1.7134451117735523,-95.95294566846687,0.5,2,exact_enumeration,0.0035506671249044535,4.498572617550642e-06,0.0021209838796065004,-0.006882314398296449
4,00100011,0.11750000000000001,0.006444997103783397,0.25,8.981360384372126e-05,False,0.25,8.0,2.0208333333333335,capital,-2.1413863079355595,-119.91765750106777,0.5,3,exact_enumeration,0.004885383177355723,9.55260838728081e-06,0.0030907294264106667,-0.011321551426582194
4,00100100,0.09250000000000001,0.005473862559169551,0.25,8.982017512998326e-05,False,0.25,8.0,1.8958333333333335,capital,-1.7131223110790308,-95.9348688259171,0.5,2,exact_enumeration,0.004225102493588888,7.205907329782572e-06,0.0026843821132213224,-0.009616898495225007
4,00100101,0.14250000000000002,0.00682670235858894,0.25,0.00013026675042483978,False,0.25,8.0,2.3958333333333335,capital,-2.1410635130168822,-119.89958098196533,0.5,3,exact_enumeration,0.005422712267210689,1.1613048445266091e-05,0.0034077923125193665,-0.010985458898638797
4,00100110,0.15500000000000003,0.007504377048378928,0.25,0.00016217305545129318,False,0.25,8.0,2.5208333333333335,capital,-2.1409023188421648,-119.89055410635522,0.5,3,exact_enumeration,0.005879400024094822,1.3234849753128262e-05,0.0036379733029707987,-0.01252863480901316
4,00100111,0.20500000000000002,0.00908594410130935,0.25,0.00020261963074614972,True,0.25,8.0,3.0208333333333335,capital,-2.2831292792455753,-127.85526550003027,0.5,4,exact_enumeration,0.006926186710403914,1.916673710691674e-05,0.004377983223690646,-0.01389719521242695
4,00101000,0.0925,0.005174803887557674,0.25,5.64698285362403e-05,False,0.25,8.0,1.9208333333333334,capital,-1.7131217267467136,-95.93483610330074,0.5,2,exact_enumeration,0.003936933777615179,5.950446881758414e-06,0.0024393537836399242,-0.008956284103413852
4,00101001,0.14250000000000002,0.006901244950075195,0.25,9.691640383109682e-05,False,0.25,8.0,2.4208333333333334,capital,-2.1410629277124666,-119.89954820491144,0.5,3,exact_enumeration,0.005125976760918063,1.0466462996067962e-05,0.0032351913384014806,-0.012841700449387752
4,00101010,0.155,0.006602539637501995,0.25,0.00012882270885755022,False,0.25,8.0,2.5458333333333334,capital,-2.140901743478919,-119.89052188600694,0.5,3,exact_enumeration,0.005408731175710681,1.097485311022325e-05,0.0033128315849471203,-0.01251606712463604
4,00101011,0.20500000000000002,0.008526645690974178,0.25,0.00016926928415240673,True,0.25,8.0,3.0458333333333334,capital,-2.2831287029102314,-127.85523322524455,0.5,4,exact_enumeration,0.006388701320335548,1.7015615462837753e-05,0.004124998843980172,-0.016194936836984343
4,00101100,0.18,0.007534336613227885,0.25,0.00016927585543866875,False,0.25,8.0,2.9208333333333334,capital,-2.140578937925289,-119.87244477134706,0.5,3,exact_enumeration,0.006082515525616832,1.4226408025635501e-05,0.003771791089871694,-0.010857792194697447
4,00101101,0.23,0.008909022263888771,0.25,0.00020972243073352526,True,0.25,8.0,3.4208333333333334,capital,-2.282805903132446,-127.83715643403201,0.5,4,exact_enumeration,0.006971508445153889,1.962027572400336e-05,0.004429478041937149,-0.015200584531653398
4,00101110,0.2425,0.009246077003689393,0.25,0.00024162873575997868,True,0.25,8.0,3.5458333333333334,capital,-2.2826447083844825,-127.82812952632013,0.5,4,exact_enumeration,0.007406267756717957,2.1306280576050297e-05,0.0046158726776255755,-0.014252241018533052
4,00101111,0.2925,0.010845739707640115,0.25,0.0002820753110548352,False,0.25,8.0,4.045833333333333,capital,-2.1391574320571993,-119.79284042663187,0.5,5,exact_enumeration,0.008242423142072988,2.8224894512723112e-05,0.005312710655844445,-0.01705651101196567
4,00110000,0.022500000000000006,0.0035120420148482554,0.25,0.0001137680260896557,False,0.25,8.0,1.5458333333333334,capital,-1.7140285713601355,-95.98561941192469,0.5,2,exact_enumeration,0.002838976500848303,3.2049563816396626e-06,0.0017902391967666396,-0.004900400009333455
4,00110001,0.07250000000000001,0.005441716352079823,0.25,0.00015421460138451221,False,0.25,8.0,2.0458333333333334,capital,-2.141969775504285,-119.9503316915256,0.5,3,exact_enumeration,0.0042727941410988105,7.364992102099703e-06,0.0027138518939138338,-0.010483213841850558
4,00110010,0.085,0.005642129869194379,0.25,0.0001861209064109656,False,0.25,8.0,2.1708333333333334,capital,-2.1418085903748865,-119.94130532245349,0.5,3,exact_enumeration,0.004490531530065471,7.97371743593315e-06,0.0028237771576264917,-0.009942534431520902
4,00110011,0.135,0.007623563765491845,0.25,0.00022656748170582215,True,0.25,8.0,2.6708333333333334,capital,-2.2840355529845953,-127.90601683968127,0.5,4,exact_enumeration,0.00564354500412466,1.3658499394698145e-05,0.0036957407098845755,-0.01558901589789538
4,00110100,0.11000000000000001,0.006652241141425167,0.25,0.00022657405299208417,False,0.25,8.0,2.5458333333333334,capital,-2.1414857877404083,-119.92322837126613,0.5,3,exact_enumeration,0.005027261069232442,1.0898327324967027e-05,0.0033012614747952073,-0.011849575969975684
4,00110101,0.16000000000000003,0.00796014716273814,0.25,0.00026702062828694073,True,0.25,8.0,3.0458333333333334,capital,-2.283712756125961,-127.88794021194123,0.5,4,exact_enumeration,0.006338616687679223,1.5936214629485376e-05,0.003992018866373927,-0.013218136373389474
4,00110110,0.17250000000000001,0.008510119204363373,0.25,0.0002989269333133941,True,0.25,8.0,3.1708333333333334,capital,-2.283551560482148,-127.87891325406176,0.5,4,exact_enumeration,0.0066194482688113525,1.7722554701210472e-05,0.004209816468827408,-0.016065885079289972
4,00110111,0.22250000000000003,0.009974611357124972,0.25,0.00033937350860825064,False,0.25,8.0,3.6708333333333334,capital,-2.1400642873332614,-119.84362433236379,0.5,5,exact_enumeration,0.007973242018732842,2.4285188244033776e-05,0.004928000430604058,-0.01645059007287671
4,00111000,0.11,0.006451768256013503,0.25,0.0001932237063983412,False,0.25,8.0,2.5708333333333333,capital,-2.1414852034653107,-119.92319565185406,0.5,3,exact_enumeration,0.005062061066596184,9.636458294101749e-06,0.0031042645335250907,-0.010544906893612418
4,00111001,0.16,0.00803300839045666,0.25,0.0002336702816931977,True,0.25,8.0,3.0708333333333333,capital,-2.2837121708787653,-127.88790743809166,0.5,4,exact_enumeration,0.006174938217268389,1.4783220597446127e-05,0.003844895394863965,-0.015356599252252709
4,00111010,0.17250000000000001,0.007941619658699219,0.25,0.0002655765867196511,True,0.25,8.0,3.1958333333333333,capital,-2.283550985176122,-127.87888103691778,0.5,4,exact_enumeration,0.006387274550771926,1.5456149475464337e-05,0.003931430970456474,-0.014362743643334046
4,00111011,0.2225,0.009704939257224732,0.25,0.0003060231620145076,False,0.25,8.0,3.6958333333333333,capital,-2.140063711055137,-119.84359206078227,0.5,5,exact_enumeration,0.007292827139261339,2.2127658017113674e-05,0.00470400446610265,-0.02046240130829753
4,00111100,0.1975,0.00858153401611913,0.25,0.00030602973330076964,True,0.25,8.0,3.5708333333333333,capital,-2.283228177682535,-127.86080381362031,0.5,4,exact_enumeration,0.006772528527938141,1.8924979567678542e-05,0.004350284998443038,-0.013090469669448124
4,00111101,0.24750000000000003,0.009994767065450851,0.25,0.0003464763085956262,False,0.25,8.0,4.070833333333333,capital,-2.139740909337395,-119.82551516093213,0.5,5,exact_enumeration,0.008028096060622374,2.4949593455081228e-05,0.004994956802123641,-0.016218173427234035
4,00111110,0.26,0.01024534695264426,0.25,0.0003783826136220796,False,0.25,8.0,4.195833333333333,capital,-2.1395797131203356,-119.81648817095086,0.5,5,exact_enumeration,0.008292302699215836,2.6800137070991084e-05,0.005176884880986932,-0.017860221038153018
4,00111111,0.31000000000000005,0.011812143233618592,0.25,0.00041882918891693614,False,0.25,8.0,4.695833333333333,capital,-1.7103782032407553,-95.78119875588959,0.5,6,exact_enumeration,0.009385191977957504,3.4349497196698735e-05,0.005860844409869515,-0.021323975483278856
4,01000000,0.0025,0.0009416130075492924,0.25,1.664330537616968e-05,False,0.25,8.0,1.1,capital,-0.999983917804488,-55.9991107244266,0.5,1,exact_enumeration,0.0007760442825877505,2.4355464129118254e-07,0.000493512554339991,-0.0015607624314160607
4,01000001,0.052500000000000005,0.00392712512239859,0.25,5.7089880671026205e-05,False,0.25,8.0,1.6,capital,-1.7136393556151752,-95.96382332579805,0.5,2,exact_enumeration,0.003093191384930421,3.760049276323672e-06,0.0019390846490866952,-0.00684797127340596
4,01000010,0.065,0.004077948360433601,0.25,8.89961856974796e-05,False,0.25,8.0,1.725,capital,-1.7134781732521884,-95.95479711164501,0.5,2,exact_enumeration,0.003198957232138303,4.0589364694861735e-06,0.0020146802400098566,-0.006897016764607062
4,01000011,0.115,0.006205074756929637,0.25,0.00012944276099233613,False,0.25,8.0,2.225,capital,-2.141419369528436,-119.91950895064332,0.5,3,exact_enumeration,0.004734844649443467,9.100177342823621e-06,0.0030166500199432515,-0.011953773329450783
4,01000100,0.09000000000000001,0.005173232476575669,0.25,0.00012944933227859812,False,0.25,8.0,2.1,capital,-1.7131553734835647,-95.93672032094553,0.5,2,exact_enumeration,0.004029913813960228,6.6625705930076876e-06,0.002581195574342961,-0.00937133927082477
4,01000101,0.14,0.0065600829938540686,0.25,0.00016989590757345466,False,0.25,8.0,2.6,capital,-2.141096575535656,-119.90143248339118,0.5,3,exact_enumeration,0.005190406537991027,1.1056916812098489e-05,0.0033251942517841704,-0.009108683895742434
4,01000110,0.15250000000000002,0.007201314708265046,0.25,0.00020180221259990806,False,0.25,8.0,2.725,capital,-2.1409353826582542,-119.89240568043077,0.5,3,exact_enumeration,0.0056367586770049655,1.2533418743152637e-05,0.003540256875306174,-0.012082406019935741
4,01000111,0.2025,0.008764494887752494,0.25,0.0002422487878947646,True,0.25,8.0,3.225,capital,-2.2831623431759054,-127.8571170805033,0.5,4,exact_enumeration,0.006947732916059131,1.8452511200548396e-05,0.0042956386254605254,-0.01281534750443211
4,01001000,0.09,0.004896589320912465,0.25,9.609898568485516e-05,False,0.25,8.0,2.125,capital,-1.7131547877726196,-95.93668752112598,0.5,2,exact_enumeration,0.0038348343775272383,5.561516517589267e-06,0.002358286775943347,-0.008849498124558118
4,01001001,0.14,0.0066940931879866435,0.25,0.0001365455609797117,False,0.25,8.0,2.625,capital,-2.141095988852613,-119.90139962913413,0.5,3,exact_enumeration,0.005164129101387534,1.0064737735506094e-05,0.0031724970820327155,-0.012734914470532018
4,01001010,0.1525,0.0065227406812812866,0.25,0.0001684518660061651,False,0.25,8.0,2.75,capital,-2.1409348059163804,-119.89237338287928,0.5,3,exact_enumeration,0.005125957817826823,1.0427828472853361e-05,0.003229214838448096,-0.01072750107488945
4,01001011,0.2025,0.008351025695058217,0.25,0.0002088984413010216,True,0.25,8.0,3.25,capital,-2.283161765461933,-127.85708472851435,0.5,4,exact_enumeration,0.006269077783814317,1.6455795929075148e-05,0.004056574408176823,-0.016827158739852934
4,01001100,0.1775,0.007367923569208239,0.25,0.0002089050125872836,False,0.25,8.0,3.125,capital,-2.1406120012886487,-119.87429632006973,0.5,3,exact_enumeration,0.0059160890614922594,1.3575682799555197e-05,0.0036845193444403567,-0.010674677801085273
4,01001101,0.2275,0.00870229358107344,0.25,0.00024935158788214014,True,0.25,8.0,3.625,capital,-2.2828389666100457,-127.8390079891521,0.5,4,exact_enumeration,0.006887849669542642,1.895675560153034e-05,0.004353935645083691,-0.014962190793988472
4,01001110,0.24,0.009029615484351834,0.25,0.00028125789290859356,True,0.25,8.0,3.75,capital,-2.282677773159398,-127.82998115408991,0.5,4,exact_enumeration,0.007286606519972387,2.049746107676925e-05,0.0045274121832200405,-0.013876741978798788
4,01001111,0.29000000000000004,0.010634862463613627,0.25,0.0003217044682034501,False,0.25,8.0,4.25,capital,-2.139190496946355,-119.7946920607991,0.5,5,exact_enumeration,0.008467167169886906,2.740328011704935e-05,0.005234814239020268,-0.017688732914834263
4,01010000,0.020000000000000004,0.003167816943917576,0.25,0.00015339718323827058,False,0.25,8.0,1.75,capital,-1.7140616333418333,-95.98747088327428,0.5,2,exact_enumeration,0.0025527622919679174,2.7089773431918186e-06,0.0016458971241216198,-0.0050157780797556615
4,01010001,0.07,0.0052071651450780925,0.25,0.00019384375853312712,False,0.25,8.0,2.25,capital,-2.1420028376002227,-119.95218316927263,0.5,3,exact_enumeration,0.0039735353304941,6.856218167259139e-06,0.002618438115988067,-0.011115435744719146
4,01010010,0.0825,0.005283332902693983,0.25,0.0002257500635595805,False,0.25,8.0,2.375,capital,-2.1418416537681395,-119.9431568728502,0.5,3,exact_enumeration,0.004281692898650509,7.319644124284563e-06,0.0027054840831696944,-0.010121580135800484
4,01010011,0.1325,0.007329723132539464,0.25,0.00026619663885443703,True,0.25,8.0,2.875,capital,-2.284068616492089,-127.90786839647542,0.5,4,exact_enumeration,0.0056128822390411025,1.299163118665684e-05,0.003604390543026219,-0.01622123780076397
4,01010100,0.10750000000000001,0.006419137241206984,0.25,0.000266203210140699,False,0.25,8.0,2.75,capital,-2.1415188520595594,-119.92507997351315,0.5,3,exact_enumeration,0.004944475574517265,1.0140553424608025e-05,0.0031844235623748334,-0.009938087109769088
4,01010101,0.15750000000000003,0.00773696968569164,0.25,0.00030664978543555555,True,0.25,8.0,3.25,capital,-2.2837458205593526,-127.8897918205857,0.5,4,exact_enumeration,0.0062552947171178345,1.5165645832733658e-05,0.0038943094166660227,-0.011977009919700474
4,01010110,0.17,0.008221421321280103,0.25,0.0003385560904620089,True,0.25,8.0,3.375,capital,-2.2835846262128543,-127.8807649353559,0.5,4,exact_enumeration,0.006553957952946256,1.680668652765073e-05,0.004099595898091753,-0.015690386039555707
4,01010111,0.22000000000000003,0.009715387444012326,0.25,0.00037900266575686546,False,0.25,8.0,3.875,capital,-2.1400973531782084,-119.84547602005534,0.5,5,exact_enumeration,0.007945167941192462,2.335652517408131e-05,0.0048328589027698,-0.017082811975745297
4,01011000,0.1075,0.00618772739193302,0.25,0.00023285286354695608,False,0.25,8.0,2.775,capital,-2.1415182664058334,-119.92504717689788,0.5,3,exact_enumeration,0.005002989307783232,9.033090766348484e-06,0.003005510067583951,-0.010438120914756684
4,01011001,0.1575,0.007786090273292645,0.25,0.0002732994388418126,True,0.25,8.0,3.275,capital,-2.2837452339335282,-127.88975896953293,0.5,4,exact_enumeration,0.006133163875632009,1.4167058173300146e-05,0.003763915271801445,-0.015988821155121298
4,01011010,0.16999999999999998,0.007703074883692748,0.25,0.000305205743868266,True,0.25,8.0,3.4,capital,-2.2835840495282005,-127.88073264100869,0.5,4,exact_enumeration,0.00619549598834743,1.4694687674510331e-05,0.0038333650588628174,-0.014994965546202636
4,01011011,0.22,0.009439498915991763,0.25,0.00034565231916312253,False,0.25,8.0,3.9,capital,-2.1400967755214557,-119.84544367127069,0.5,5,exact_enumeration,0.007337863708006323,2.135340131976695e-05,0.004620974066121444,-0.02109462321116612
4,01011100,0.195,0.00840421293221678,0.25,0.0003456588904493845,True,0.25,8.0,3.775,capital,-2.2832612429605117,-127.86265546956157,0.5,4,exact_enumeration,0.006624616195358138,1.8059817178014117e-05,0.0042496843621631615,-0.011720950849555026
4,01011101,0.24500000000000002,0.009769475957739854,0.25,0.00038610546574424106,False,0.25,8.0,4.275,capital,-2.139773974729612,-119.82736682327086,0.5,5,exact_enumeration,0.007766882849579522,2.407163616902409e-05,0.004906285373785762,-0.016850395330102623
4,01011110,0.2575,0.010040149088256596,0.25,0.00041801177077069443,False,0.25,8.0,4.4,capital,-2.139612779809868,-119.8183399059393,0.5,5,exact_enumeration,0.008031324540983093,2.5776880408125925e-05,0.005077093697000866,-0.017484721998418756
4,01011111,0.3075,0.011601757875764722,0.25,0.00045845834606555097,False,0.25,8.0,4.9,capital,-1.7104112700445278,-95.7830504972755,0.5,6,exact_enumeration,0.009257388496460918,3.331344563744085e-05,0.005771780109934963,-0.021956197386147448
4,01100000,0.0075,0.0019788951280675657,0.25,-6.342546396275506e-06,False,0.25,8.0,1.9958333333333336,capital,-1.7142205465028684,-95.99637002209234,0.5,2,exact_enumeration,0.001593220361476143,8.939109191866369e-07,0.0009454686241153838,-0.0038532297084864038
