B,backend,best_feasible_sampled_bitstring,best_feasible_sampled_objective_unscaled,best_feasible_scaled_objective_in_distribution,circuit_depth,connectivity_mode,edge_count,eta,expected_scaled_objective,feasible_probability_mass,gamma,lambda,model_version,noise_model,noise_strength,notes,optimal_bitstring_probability,p,q,qaoa_best_bitstring,qaoa_best_probability,qaoa_expected_energy,readout_error,run_id,seed,two_qubit_gate_count,var_alpha
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.011043836897299,0.29127285476339837,0.25,8.0,capital,one_zone,2.0,Used approximate noise fallback.,0.004161819808426091,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-hand-one_zone-ns2.00-ro0.010,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.0100038221125343,0.2885132534714618,0.25,8.0,capital,one_zone,2.0,Used approximate noise fallback.,0.004122330131912088,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-hand-one_zone-ns2.00-ro0.030,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.2096302955456033,0.5766140210830295,0.25,8.0,capital,two_zone,0.0,Used approximate noise fallback.,0.008250079487378041,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-hand-two_zone-ns0.00-ro0.000,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.201251270891617,0.5521149181781019,0.25,8.0,capital,two_zone,0.0,Used approximate noise fallback.,0.007899528256657655,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-hand-two_zone-ns0.00-ro0.010,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.185001039879657,0.5089961479915918,0.25,8.0,capital,two_zone,0.0,Used approximate noise fallback.,0.007282502061126449,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-hand-two_zone-ns0.00-ro0.030,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.135361470144185,0.470199062182886,0.25,8.0,capital,two_zone,1.0,Used approximate noise fallback.,0.006725395337308347,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-hand-two_zone-ns1.00-ro0.000,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.129923483143748,0.45429914439758834,0.25,8.0,capital,two_zone,1.0,Used approximate noise fallback.,0.006497887588570828,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-hand-two_zone-ns1.00-ro0.010,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.1193770832169885,0.42631506254654317,0.25,8.0,capital,two_zone,1.0,Used approximate noise fallback.,0.006097437587671071,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-hand-two_zone-ns1.00-ro0.030,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.0610926447427658,0.3637841032827428,0.25,8.0,capital,two_zone,2.0,Used approximate noise fallback.,0.005200711187238655,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-hand-two_zone-ns2.00-ro0.000,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.058595695395879,0.35648337061707425,0.25,8.0,capital,two_zone,2.0,Used approximate noise fallback.,0.0050962469204839855,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-hand-two_zone-ns2.00-ro0.010,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.053753126554316,0.34363397710149424,0.25,8.0,capital,two_zone,2.0,Used approximate noise fallback.,0.004912373114215681,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-hand-two_zone-ns2.00-ro0.030,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.2096302955456033,0.5766140210830295,0.25,8.0,capital,depolarizing,0.0,Used approximate noise fallback.,0.008250079487378041,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-hand-depolarizing-ns0.00-ro0.000,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.201251270891617,0.5521149181781019,0.25,8.0,capital,depolarizing,0.0,Used approximate noise fallback.,0.007899528256657655,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-hand-depolarizing-ns0.00-ro0.010,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.185001039879657,0.5089961479915918,0.25,8.0,capital,depolarizing,0.0,Used approximate noise fallback.,0.007282502061126449,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-hand-depolarizing-ns0.00-ro0.030,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.085848919876574,0.39925575624945725,0.25,8.0,capital,depolarizing,1.0,Used approximate noise fallback.,0.005708939237261887,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-hand-depolarizing-ns1.00-ro0.000,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.082371624645168,0.38908862854391246,0.25,8.0,capital,depolarizing,1.0,Used approximate noise fallback.,0.0055634604765129264,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-hand-depolarizing-ns1.00-ro0.010,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.0756277787752064,0.37119433891651066,0.25,8.0,capital,depolarizing,1.0,Used approximate noise fallback.,0.005307394605367472,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-hand-depolarizing-ns1.00-ro0.030,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.008617805142904,0.2885963260541515,0.25,8.0,capital,depolarizing,2.0,Used approximate noise fallback.,0.004123441474368902,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-hand-depolarizing-ns2.00-ro0.000,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.0081988539102045,0.2873713709089047,0.25,8.0,capital,depolarizing,2.0,Used approximate noise fallback.,0.004105913912832862,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-hand-depolarizing-ns2.00-ro0.010,7,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,hand,28,0.25,-2.007386342359608,0.2852154323995797,0.25,8.0,capital,depolarizing,2.0,Used approximate noise fallback.,0.00407506260305632,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-hand-depolarizing-ns2.00-ro0.030,7,168,0.95
4,cirq_ideal,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.1225785532389465,0.3625093788868102,0.25,8.0,capital,none,0.0,,0.002656929040273979,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-pruned-none-ns0.00-ro0.000,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.1225785532389465,0.3625093788868102,0.25,8.0,capital,one_zone,0.0,Used approximate noise fallback.,0.002656929040273979,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-pruned-one_zone-ns0.00-ro0.000,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.11764678093087,0.35811470838733017,0.25,8.0,capital,one_zone,0.0,Used approximate noise fallback.,0.0027662833498857497,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-pruned-one_zone-ns0.00-ro0.010,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.1080821300189143,0.34981076237649145,0.25,8.0,capital,one_zone,0.0,Used approximate noise fallback.,0.0029627982517172386,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-pruned-one_zone-ns0.00-ro0.030,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.093249300141812,0.3415329514089663,0.25,8.0,capital,one_zone,1.0,Used approximate noise fallback.,0.002951144126289457,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-pruned-one_zone-ns1.00-ro0.000,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.0894789602122863,0.3381732258121139,0.25,8.0,capital,one_zone,1.0,Used approximate noise fallback.,0.0030347454959876556,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-pruned-one_zone-ns1.00-ro0.010,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.0821667845900973,0.3318248590868276,0.25,8.0,capital,one_zone,1.0,Used approximate noise fallback.,0.003184981138437827,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-pruned-one_zone-ns1.00-ro0.030,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.0639200470446744,0.3205565239311226,0.25,8.0,capital,one_zone,2.0,Used approximate noise fallback.,0.003245359212304935,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-pruned-one_zone-ns2.00-ro0.000,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.0613111394937027,0.3182317432368975,0.25,8.0,capital,one_zone,2.0,Used approximate noise fallback.,0.0033032076420895645,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-pruned-one_zone-ns2.00-ro0.010,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.056251439161279,0.313838955797164,0.25,8.0,capital,one_zone,2.0,Used approximate noise fallback.,0.003407164025158418,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-pruned-one_zone-ns2.00-ro0.030,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.1225785532389465,0.3625093788868102,0.25,8.0,capital,two_zone,0.0,Used approximate noise fallback.,0.002656929040273979,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-pruned-two_zone-ns0.00-ro0.000,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.11764678093087,0.35811470838733017,0.25,8.0,capital,two_zone,0.0,Used approximate noise fallback.,0.0027662833498857497,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-pruned-two_zone-ns0.00-ro0.010,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.1080821300189143,0.34981076237649145,0.25,8.0,capital,two_zone,0.0,Used approximate noise fallback.,0.0029627982517172386,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-pruned-two_zone-ns0.00-ro0.030,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.1005816134160953,0.34677705827842736,0.25,8.0,capital,two_zone,1.0,Used approximate noise fallback.,0.002877590354785588,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-pruned-two_zone-ns1.00-ro0.000,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.0965209153919315,0.3431585964559179,0.25,8.0,capital,two_zone,1.0,Used approximate noise fallback.,0.00296762995946218,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-pruned-two_zone-ns1.00-ro0.010,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.088645620947301,0.33632133490924354,0.25,8.0,capital,two_zone,1.0,Used approximate noise fallback.,0.003129435416757676,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-pruned-two_zone-ns1.00-ro0.030,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.0785846735932454,0.3310447376700444,0.25,8.0,capital,two_zone,2.0,Used approximate noise fallback.,0.0030982516692971956,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-pruned-two_zone-ns2.00-ro0.000,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.0753950498529936,0.32820248452450573,0.25,8.0,capital,two_zone,2.0,Used approximate noise fallback.,0.003168976569038607,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-pruned-two_zone-ns2.00-ro0.010,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.0692091118756877,0.32283190744199586,0.25,8.0,capital,two_zone,2.0,Used approximate noise fallback.,0.0032960725817981246,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-pruned-two_zone-ns2.00-ro0.030,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.1225785532389465,0.3625093788868102,0.25,8.0,capital,depolarizing,0.0,Used approximate noise fallback.,0.002656929040273979,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-pruned-depolarizing-ns0.00-ro0.000,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.11764678093087,0.35811470838733017,0.25,8.0,capital,depolarizing,0.0,Used approximate noise fallback.,0.0027662833498857497,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-pruned-depolarizing-ns0.00-ro0.010,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.1080821300189143,0.34981076237649145,0.25,8.0,capital,depolarizing,0.0,Used approximate noise fallback.,0.0029627982517172386,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-pruned-depolarizing-ns0.00-ro0.030,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.085916986867526,0.3362888445395054,0.25,8.0,capital,depolarizing,1.0,Used approximate noise fallback.,0.0030246978977933265,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-pruned-depolarizing-ns1.00-ro0.000,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.0824370050326393,0.3331878551683101,0.25,8.0,capital,depolarizing,1.0,Used approximate noise fallback.,0.003101861032513133,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-pruned-depolarizing-ns1.00-ro0.010,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.075687948232892,0.3273283832644117,0.25,8.0,capital,depolarizing,1.0,Used approximate noise fallback.,0.0032405268601179782,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-pruned-depolarizing-ns1.00-ro0.030,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.049255420496109,0.3100683101922006,0.25,8.0,capital,depolarizing,2.0,Used approximate noise fallback.,0.0033924667553126737,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.0,capital-p3-seed7-pruned-depolarizing-ns2.00-ro0.000,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.0472272291344105,0.3082610019492897,0.25,8.0,capital,depolarizing,2.0,Used approximate noise fallback.,0.0034374387151405155,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.01,capital-p3-seed7-pruned-depolarizing-ns2.00-ro0.010,7,72,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,61,pruned,12,0.25,-2.04329376644687,0.30484600415233226,0.25,8.0,capital,depolarizing,2.0,Used approximate noise fallback.,0.003518255468518715,3,0.5,11110000,0.008250094387649884,-0.21159211417906057,0.03,capital-p3-seed7-pruned-depolarizing-ns2.00-ro0.030,7,72,0.95
4,cirq_ideal,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.2034977529203283,0.644319887038933,0.25,8.0,capital,none,0.0,,0.009186833518986097,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.0,capital-p3-seed11-naive-none-ns0.00-ro0.000,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.2034977529203283,0.644319887038933,0.25,8.0,capital,one_zone,0.0,Used approximate noise fallback.,0.009186833518986097,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.0,capital-p3-seed11-naive-one_zone-ns0.00-ro0.000,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.1953615354196248,0.6102883707863653,0.25,8.0,capital,one_zone,0.0,Used approximate noise fallback.,0.008701680419014124,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.01,capital-p3-seed11-naive-one_zone-ns0.00-ro0.010,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.179582205697815,0.5515565939315038,0.25,8.0,capital,one_zone,0.0,Used approximate noise fallback.,0.007864477665729409,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.03,capital-p3-seed11-naive-one_zone-ns0.00-ro0.030,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.054642307108387,0.37561559762922614,0.25,8.0,capital,one_zone,1.0,Used approximate noise fallback.,0.00536105075948067,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.0,capital-p3-seed11-naive-one_zone-ns1.00-ro0.000,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.052400779186944,0.3662399149016437,0.25,8.0,capital,one_zone,1.0,Used approximate noise fallback.,0.0052273910804383926,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.01,capital-p3-seed11-naive-one_zone-ns1.00-ro0.010,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.048053573848586,0.3500593103781294,0.25,8.0,capital,one_zone,1.0,Used approximate noise fallback.,0.004996741721908452,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.03,capital-p3-seed11-naive-one_zone-ns1.00-ro0.030,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.008311178011642,0.29198161935194655,0.25,8.0,capital,one_zone,2.0,Used approximate noise fallback.,0.004170279175949305,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.0,capital-p3-seed11-naive-one_zone-ns2.00-ro0.000,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.007904367136606,0.2902800435393182,0.25,8.0,capital,one_zone,2.0,Used approximate noise fallback.,0.004146021520950708,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.01,capital-p3-seed11-naive-one_zone-ns2.00-ro0.010,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.007115400650514,0.2873434546965752,0.25,8.0,capital,one_zone,2.0,Used approximate noise fallback.,0.0041041613832864645,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.03,capital-p3-seed11-naive-one_zone-ns2.00-ro0.030,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.2034977529203283,0.644319887038933,0.25,8.0,capital,two_zone,0.0,Used approximate noise fallback.,0.009186833518986097,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.0,capital-p3-seed11-naive-two_zone-ns0.00-ro0.000,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.1953615354196248,0.6102883707863653,0.25,8.0,capital,two_zone,0.0,Used approximate noise fallback.,0.008701680419014124,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.01,capital-p3-seed11-naive-two_zone-ns0.00-ro0.010,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.179582205697815,0.5515565939315038,0.25,8.0,capital,two_zone,0.0,Used approximate noise fallback.,0.007864477665729409,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.03,capital-p3-seed11-naive-two_zone-ns0.00-ro0.030,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.0918561685613706,0.4427916699816529,0.25,8.0,capital,two_zone,1.0,Used approximate noise fallback.,0.006317496449357026,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.0,capital-p3-seed11-naive-two_zone-ns1.00-ro0.000,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.0881409682451153,0.4272520288728244,0.25,8.0,capital,two_zone,1.0,Used approximate noise fallback.,0.0060959634150823255,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.01,capital-p3-seed11-naive-two_zone-ns1.00-ro0.010,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.0809357318108916,0.40043363126647286,0.25,8.0,capital,two_zone,1.0,Used approximate noise fallback.,0.005713675707863693,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.03,capital-p3-seed11-naive-two_zone-ns1.00-ro0.030,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.008311178011642,0.29198161935194655,0.25,8.0,capital,two_zone,2.0,Used approximate noise fallback.,0.004170279175949305,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.0,capital-p3-seed11-naive-two_zone-ns2.00-ro0.000,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.007904367136606,0.2902800435393182,0.25,8.0,capital,two_zone,2.0,Used approximate noise fallback.,0.004146021520950708,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.01,capital-p3-seed11-naive-two_zone-ns2.00-ro0.010,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.007115400650514,0.2873434546965752,0.25,8.0,capital,two_zone,2.0,Used approximate noise fallback.,0.0041041613832864645,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.03,capital-p3-seed11-naive-two_zone-ns2.00-ro0.030,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.2034977529203283,0.644319887038933,0.25,8.0,capital,depolarizing,0.0,Used approximate noise fallback.,0.009186833518986097,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.0,capital-p3-seed11-naive-depolarizing-ns0.00-ro0.000,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.1953615354196248,0.6102883707863653,0.25,8.0,capital,depolarizing,0.0,Used approximate noise fallback.,0.008701680419014124,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.01,capital-p3-seed11-naive-depolarizing-ns0.00-ro0.010,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.179582205697815,0.5515565939315038,0.25,8.0,capital,depolarizing,0.0,Used approximate noise fallback.,0.007864477665729409,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.03,capital-p3-seed11-naive-depolarizing-ns0.00-ro0.030,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.017428445655403,0.30843952527679913,0.25,8.0,capital,depolarizing,1.0,Used approximate noise fallback.,0.004404605069604313,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.0,capital-p3-seed11-naive-depolarizing-ns1.00-ro0.000,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.016660590128773,0.3052278009304633,0.25,8.0,capital,depolarizing,1.0,Used approximate noise fallback.,0.004358818745794464,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.01,capital-p3-seed11-naive-depolarizing-ns1.00-ro0.010,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.0151714158862783,0.2996849894897856,0.25,8.0,capital,depolarizing,1.0,Used approximate noise fallback.,0.004279807735953213,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.03,capital-p3-seed11-naive-depolarizing-ns1.00-ro0.030,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.008311178011642,0.29198161935194655,0.25,8.0,capital,depolarizing,2.0,Used approximate noise fallback.,0.004170279175949305,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.0,capital-p3-seed11-naive-depolarizing-ns2.00-ro0.000,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.007904367136606,0.2902800435393182,0.25,8.0,capital,depolarizing,2.0,Used approximate noise fallback.,0.004146021520950708,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.01,capital-p3-seed11-naive-depolarizing-ns2.00-ro0.010,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,259,naive,28,0.25,-2.007115400650514,0.2873434546965752,0.25,8.0,capital,depolarizing,2.0,Used approximate noise fallback.,0.0041041613832864645,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.03,capital-p3-seed11-naive-depolarizing-ns2.00-ro0.030,11,168,0.95
4,cirq_ideal,11110000,-127.98474124423478,-2.2854413456386906,88,auto,28,0.25,-2.2034977489569845,0.6443198415479584,0.25,8.0,capital,none,0.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback.,0.009186836341563033,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.0,capital-p3-seed11-auto-none-ns0.00-ro0.000,11,168,0.95
4,approximate_noise,11110000,-127.98474124423478,-2.2854413456386906,88,auto,28,0.25,-2.2034977489569845,0.6443198415479584,0.25,8.0,capital,one_zone,0.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.009186836341563033,3,0.5,00001111,0.009222337826162174,-0.20545956830224585,0.0,capital-p3-seed11-auto-one_zone-ns0.00-ro0.000,11,168,0.95
