B,backend,best_feasible_sampled_bitstring,best_feasible_sampled_objective_unscaled,best_feasible_scaled_objective_in_distribution,circuit_depth,connectivity_mode,edge_count,eta,expected_scaled_objective,feasible_probability_mass,gamma,lambda,model_version,noise_model,noise_strength,notes,optimal_bitstring_probability,p,q,qaoa_best_bitstring,qaoa_best_probability,qaoa_expected_energy,readout_error,run_id,seed,two_qubit_gate_count,var_alpha
4,cirq_ideal,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.22021949461363,0.5944003421652175,0.25,8.0,base,none,0.0,,0.008491464219758235,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-naive-none-ns0.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.22021949461363,0.5944003421652175,0.25,8.0,base,one_zone,0.0,Used approximate noise fallback.,0.008491464219758235,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-naive-one_zone-ns0.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.211498763715406,0.5679053784191704,0.25,8.0,base,one_zone,0.0,Used approximate noise fallback.,0.008112963239337273,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-naive-one_zone-ns0.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.1945858310643005,0.5214653431916277,0.25,8.0,base,one_zone,0.0,Used approximate noise fallback.,0.007449531424787701,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-naive-one_zone-ns0.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.166816028885314,0.5165668529401525,0.25,8.0,base,one_zone,1.0,Used approximate noise fallback.,0.007379549771466862,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-naive-one_zone-ns1.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.160210075229909,0.49649691790252165,0.25,8.0,base,one_zone,1.0,Used approximate noise fallback.,0.0070928352787979895,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-naive-one_zone-ns1.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.1473985287466975,0.4613185912176579,0.25,8.0,base,one_zone,1.0,Used approximate noise fallback.,0.006590285679276683,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-naive-one_zone-ns1.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.113412563157,0.4387333637150872,0.25,8.0,base,one_zone,2.0,Used approximate noise fallback.,0.0062676353231754895,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-naive-one_zone-ns2.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.108921386744416,0.42508845738587264,0.25,8.0,base,one_zone,2.0,Used approximate noise fallback.,0.006072707318258698,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-naive-one_zone-ns2.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.1002112264290953,0.4011718392436883,0.25,8.0,base,one_zone,2.0,Used approximate noise fallback.,0.00573103993376567,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-naive-one_zone-ns2.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.22021949461363,0.5944003421652175,0.25,8.0,base,two_zone,0.0,Used approximate noise fallback.,0.008491464219758235,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-naive-two_zone-ns0.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.211498763715406,0.5679053784191704,0.25,8.0,base,two_zone,0.0,Used approximate noise fallback.,0.008112963239337273,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-naive-two_zone-ns0.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.1945858310643005,0.5214653431916277,0.25,8.0,base,two_zone,0.0,Used approximate noise fallback.,0.007449531424787701,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-naive-two_zone-ns0.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.1801668953173916,0.5360252252464188,0.25,8.0,base,two_zone,1.0,Used approximate noise fallback.,0.007657528383539705,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-naive-two_zone-ns1.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.1730322473512826,0.5143490330316839,0.25,8.0,base,two_zone,1.0,Used approximate noise fallback.,0.007347867268932815,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-naive-two_zone-ns1.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.1591953543260978,0.47635527921115056,0.25,8.0,base,two_zone,1.0,Used approximate noise fallback.,0.006805097115654444,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-naive-two_zone-ns1.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.1401142960211583,0.4776501083276204,0.25,8.0,base,two_zone,2.0,Used approximate noise fallback.,0.006823592547321177,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-naive-two_zone-ns2.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.134565730987164,0.46079268764419706,0.25,8.0,base,two_zone,2.0,Used approximate noise fallback.,0.006582771298528342,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-naive-two_zone-ns2.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.123804877587894,0.4312452152306729,0.25,8.0,base,two_zone,2.0,Used approximate noise fallback.,0.006160662806521178,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-naive-two_zone-ns2.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.22021949461363,0.5944003421652175,0.25,8.0,base,depolarizing,0.0,Used approximate noise fallback.,0.008491464219758235,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-naive-depolarizing-ns0.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.211498763715406,0.5679053784191704,0.25,8.0,base,depolarizing,0.0,Used approximate noise fallback.,0.008112963239337273,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-naive-depolarizing-ns0.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.1945858310643005,0.5214653431916277,0.25,8.0,base,depolarizing,0.0,Used approximate noise fallback.,0.007449531424787701,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-naive-depolarizing-ns0.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.153465162453235,0.4971084806338863,0.25,8.0,base,depolarizing,1.0,Used approximate noise fallback.,0.00710157115939402,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-naive-depolarizing-ns1.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.1473879031085366,0.4786448027733597,0.25,8.0,base,depolarizing,1.0,Used approximate noise fallback.,0.006837803288663173,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-naive-depolarizing-ns1.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.135601703167297,0.4462819032241656,0.25,8.0,base,depolarizing,1.0,Used approximate noise fallback.,0.006375474242898937,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-naive-depolarizing-ns1.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.086710830292842,0.3998166191025542,0.25,8.0,base,depolarizing,2.0,Used approximate noise fallback.,0.005711678099029805,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-naive-depolarizing-ns2.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.0832770425016656,0.38938422712754817,0.25,8.0,base,depolarizing,2.0,Used approximate noise fallback.,0.005562643337989051,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-naive-depolarizing-ns2.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,87,naive,28,0.25,-2.0766175752702924,0.37109846325670337,0.25,8.0,base,depolarizing,2.0,Used approximate noise fallback.,0.005301417061010153,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-naive-depolarizing-ns2.00-ro0.030,7,56,0.95
4,cirq_ideal,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.2202194959570263,0.5944003483585966,0.25,8.0,base,none,0.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback.,0.008491461900102497,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-auto-none-ns0.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.2202194959570263,0.5944003483585966,0.25,8.0,base,one_zone,0.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.008491461900102497,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-auto-one_zone-ns0.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.211498765005602,0.5679053839576873,0.25,8.0,base,one_zone,0.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.008112961082369812,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-auto-one_zone-ns0.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.194585832251327,0.5214653476110153,0.25,8.0,base,one_zone,0.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.007449529559088341,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-auto-one_zone-ns0.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.1856448808209756,0.5440091811662969,0.25,8.0,base,one_zone,1.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.007771583631786405,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-auto-one_zone-ns1.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.1782933046289252,0.5216739261763301,0.25,8.0,base,one_zone,1.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.0074525074424377545,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-auto-one_zone-ns1.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.164035702317071,0.482524975536086,0.25,8.0,base,one_zone,1.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.006893234668311467,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-auto-one_zone-ns1.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.151070265684928,0.49361801397399724,0.25,8.0,base,one_zone,2.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.007051705363470312,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-auto-one_zone-ns2.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.1450878442522527,0.4754424683949735,0.25,8.0,base,one_zone,2.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.006792053802505695,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-auto-one_zone-ns2.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.1334855723828166,0.4435846034611566,0.25,8.0,base,one_zone,2.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.006336939777534601,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-auto-one_zone-ns2.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.2202194959570263,0.5944003483585966,0.25,8.0,base,two_zone,0.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.008491461900102497,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-auto-two_zone-ns0.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.211498765005602,0.5679053839576873,0.25,8.0,base,two_zone,0.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.008112961082369812,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-auto-two_zone-ns0.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.194585832251327,0.5214653476110153,0.25,8.0,base,two_zone,0.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.007449529559088341,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-auto-two_zone-ns0.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.194288534604987,0.5566069729643719,0.25,8.0,base,two_zone,1.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.007951553198865428,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-auto-two_zone-ns1.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.1865946697230974,0.5332317906216694,0.25,8.0,base,two_zone,1.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.0076176208524207645,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-auto-two_zone-ns1.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.171673234800635,0.49226006855481835,0.25,8.0,base,two_zone,1.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.007032308391005678,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-auto-two_zone-ns1.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.168357573252951,0.5188135975701471,0.25,8.0,base,two_zone,2.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.007411644497628358,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-auto-two_zone-ns2.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.161690574440589,0.49855819728565204,0.25,8.0,base,two_zone,2.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.007122280622471724,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-auto-two_zone-ns2.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.1487606373499437,0.46305478949862106,0.25,8.0,base,two_zone,2.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.006615087222923035,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-auto-two_zone-ns2.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.2202194959570263,0.5944003483585966,0.25,8.0,base,depolarizing,0.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.008491461900102497,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-auto-depolarizing-ns0.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.211498765005602,0.5679053839576873,0.25,8.0,base,depolarizing,0.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.008112961082369812,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-auto-depolarizing-ns0.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.194585832251327,0.5214653476110153,0.25,8.0,base,depolarizing,0.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.007449529559088341,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-auto-depolarizing-ns0.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.177001227036964,0.5314113893682219,0.25,8.0,base,depolarizing,1.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.007591614064707382,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-auto-depolarizing-ns1.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.1699919395347598,0.5101160617309903,0.25,8.0,base,depolarizing,1.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.007287394032454728,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-auto-depolarizing-ns1.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.1563981698335075,0.47278988251735354,0.25,8.0,base,depolarizing,1.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.006754160945617251,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-auto-depolarizing-ns1.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.1337829581169006,0.46842243037784737,0.25,8.0,base,depolarizing,2.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.006691766229312266,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-auto-depolarizing-ns2.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.128485114063914,0.4523267395042949,0.25,8.0,base,depolarizing,2.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.0064618269825396655,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-auto-depolarizing-ns2.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,auto,28,0.25,-2.1182105074156894,0.4241144174236916,0.25,8.0,base,depolarizing,2.0,Bloqade auto-parallelizer not installed; using hand-colored schedule as fallback. | Used approximate noise fallback.,0.006058792332146164,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-auto-depolarizing-ns2.00-ro0.030,7,56,0.95
4,cirq_ideal,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.2202194959570263,0.5944003483585966,0.25,8.0,base,none,0.0,,0.008491461900102497,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-hand-none-ns0.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.2202194959570263,0.5944003483585966,0.25,8.0,base,one_zone,0.0,Used approximate noise fallback.,0.008491461900102497,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-hand-one_zone-ns0.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.211498765005602,0.5679053839576873,0.25,8.0,base,one_zone,0.0,Used approximate noise fallback.,0.008112961082369812,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-hand-one_zone-ns0.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.194585832251327,0.5214653476110153,0.25,8.0,base,one_zone,0.0,Used approximate noise fallback.,0.007449529559088341,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-hand-one_zone-ns0.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.1856448808209756,0.5440091811662969,0.25,8.0,base,one_zone,1.0,Used approximate noise fallback.,0.007771583631786405,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-hand-one_zone-ns1.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.1782933046289252,0.5216739261763301,0.25,8.0,base,one_zone,1.0,Used approximate noise fallback.,0.0074525074424377545,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-hand-one_zone-ns1.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.164035702317071,0.482524975536086,0.25,8.0,base,one_zone,1.0,Used approximate noise fallback.,0.006893234668311467,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-hand-one_zone-ns1.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.151070265684928,0.49361801397399724,0.25,8.0,base,one_zone,2.0,Used approximate noise fallback.,0.007051705363470312,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-hand-one_zone-ns2.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.1450878442522527,0.4754424683949735,0.25,8.0,base,one_zone,2.0,Used approximate noise fallback.,0.006792053802505695,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-hand-one_zone-ns2.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.1334855723828166,0.4435846034611566,0.25,8.0,base,one_zone,2.0,Used approximate noise fallback.,0.006336939777534601,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-hand-one_zone-ns2.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.2202194959570263,0.5944003483585966,0.25,8.0,base,two_zone,0.0,Used approximate noise fallback.,0.008491461900102497,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-hand-two_zone-ns0.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.211498765005602,0.5679053839576873,0.25,8.0,base,two_zone,0.0,Used approximate noise fallback.,0.008112961082369812,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-hand-two_zone-ns0.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.194585832251327,0.5214653476110153,0.25,8.0,base,two_zone,0.0,Used approximate noise fallback.,0.007449529559088341,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-hand-two_zone-ns0.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.194288534604987,0.5566069729643719,0.25,8.0,base,two_zone,1.0,Used approximate noise fallback.,0.007951553198865428,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-hand-two_zone-ns1.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.1865946697230974,0.5332317906216694,0.25,8.0,base,two_zone,1.0,Used approximate noise fallback.,0.0076176208524207645,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-hand-two_zone-ns1.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.171673234800635,0.49226006855481835,0.25,8.0,base,two_zone,1.0,Used approximate noise fallback.,0.007032308391005678,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-hand-two_zone-ns1.00-ro0.030,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.168357573252951,0.5188135975701471,0.25,8.0,base,two_zone,2.0,Used approximate noise fallback.,0.007411644497628358,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.0,base-p1-seed7-hand-two_zone-ns2.00-ro0.000,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.161690574440589,0.49855819728565204,0.25,8.0,base,two_zone,2.0,Used approximate noise fallback.,0.007122280622471724,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.01,base-p1-seed7-hand-two_zone-ns2.00-ro0.010,7,56,0.95
4,approximate_noise,00011110,-128.00038925298003,-2.2857157013726352,30,hand,28,0.25,-2.1487606373499437,0.46305478949862106,0.25,8.0,base,two_zone,2.0,Used approximate noise fallback.,0.006615087222923035,1,0.5,00011110,0.008491462515897875,-0.22022047598441366,0.03,base-p1-seed7-hand-two_zone-ns2.00-ro0.030,7,56,0.95
